,player_name,pos,season,completions_y_pred_gbf,attempts_y_pred_gbf,passing_yards_y_pred_gbf,passing_tds_y_pred_gbf,interceptions_y_pred_gbf,sacks_y_pred_gbf,sack_yards_y_pred_gbf,sack_fumbles_y_pred_gbf,sack_fumbles_lost_y_pred_gbf,passing_air_yards_y_pred_gbf,passing_yards_after_catch_y_pred_gbf,passing_first_downs_y_pred_gbf,passing_epa_y_pred_gbf,passing_2pt_conversions_y_pred_gbf,pacr_y_pred_gbf,dakota_y_pred_gbf,carries_y_pred_gbf,rushing_yards_y_pred_gbf,rushing_tds_y_pred_gbf,rushing_fumbles_y_pred_gbf,rushing_fumbles_lost_y_pred_gbf,rushing_first_downs_y_pred_gbf,rushing_epa_y_pred_gbf,rushing_2pt_conversions_y_pred_gbf,receptions_y_pred_gbf,targets_y_pred_gbf,receiving_yards_y_pred_gbf,receiving_tds_y_pred_gbf,receiving_fumbles_y_pred_gbf,receiving_fumbles_lost_y_pred_gbf,receiving_air_yards_y_pred_gbf,receiving_yards_after_catch_y_pred_gbf,receiving_first_downs_y_pred_gbf,receiving_epa_y_pred_gbf,receiving_2pt_conversions_y_pred_gbf,racr_y_pred_gbf,target_share_y_pred_gbf,air_yards_share_y_pred_gbf,wopr_x_y_pred_gbf,special_teams_tds_y_pred_gbf,fantasy_points_y_pred_gbf,fantasy_points_ppr_y_pred_gbf,games_y_pred_gbf,tgt_sh_y_pred_gbf,ay_sh_y_pred_gbf,yac_sh_y_pred_gbf,wopr_y_y_pred_gbf,ry_sh_y_pred_gbf,rtd_sh_y_pred_gbf,rfd_sh_y_pred_gbf,rtdfd_sh_y_pred_gbf,dom_y_pred_gbf,w8dom_y_pred_gbf,yptmpa_y_pred_gbf,ppr_sh_y_pred_gbf,fantasy_points_proj,fantasy_points_proj/G,fantasy_points_proj/G_rank,fantasy_points_proj_rank
49,Justin Fields,QB,2024.0,160.78,266.28,2197.8,19.47,4.67,21.54,177.54,3.24,1.97,2572.7,638.61,109.89,-19.74,1.23,4.85,0.41,54.22,234.06,2.67,2.66,2.1,13.63,0.4,0.06,0.02,0.34,-3.48,0.0,0.0,0.0,-1.1,0.04,0.0,-0.74,0.0,0.0,0.03,-0.0,0.02,0.0,146.8,150.94,3.38,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.17,194.96,57.67,1.0,54.0
50,Trevor Lawrence,QB,2024.0,321.26,484.42,3770.18,23.43,10.79,29.0,198.93,5.03,2.81,3457.69,1590.22,201.54,86.13,1.77,13.57,1.82,32.77,137.15,1.71,3.41,0.6,12.97,2.91,0.11,0.6,0.31,0.47,0.0,0.0,0.0,-1.48,1.62,0.0,-0.61,0.0,0.0,0.01,-0.02,0.01,0.0,223.45,217.24,12.48,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.21,245.71,19.68,30.0,22.0
51,Mac Jones,QB,2024.0,122.34,176.88,1314.85,6.15,6.46,16.3,144.17,1.1,0.78,1387.34,585.44,64.94,-1.37,1.16,6.85,0.47,23.14,109.89,0.3,0.81,0.24,10.66,1.7,0.06,0.22,0.25,-0.08,0.0,0.0,0.0,-0.8,0.32,0.0,-0.08,0.0,0.0,0.01,-0.0,0.0,0.0,95.8,96.33,6.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.16,82.04,12.44,119.0,189.0
52,Zach Wilson,QB,2024.0,132.72,197.81,1064.97,8.79,3.06,12.69,102.62,3.56,0.94,1595.68,628.08,56.0,-7.65,0.94,3.19,0.39,14.4,90.93,0.4,2.04,1.47,6.0,3.05,0.05,0.61,0.41,13.61,0.0,0.0,0.0,5.76,6.98,0.98,1.47,0.0,1.84,0.01,0.02,0.04,0.0,70.73,66.39,8.05,0.0,0.01,0.01,0.01,0.01,0.0,0.02,0.01,0.0,0.01,0.07,0.19,82.27,10.21,158.0,187.0
53,Brandon Bolden,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,0.0,28.95,92.45,1.01,0.43,0.59,8.47,-1.62,0.06,5.02,8.77,20.34,1.11,0.12,0.05,15.6,41.86,1.14,1.76,-0.0,14.68,0.31,0.01,0.54,0.0,48.25,44.92,5.2,0.04,0.01,0.05,0.06,0.02,0.05,0.02,0.02,0.03,0.02,0.15,0.07,30.24,5.82,316.5,367.0
54,Kyle Juszczyk,RB,2024.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,-0.04,0.0,0.0,0.0,13.51,38.29,1.05,0.1,0.01,4.19,-2.67,0.0,17.61,23.16,163.19,2.17,0.01,-0.03,108.16,85.07,11.09,6.6,-0.0,11.11,0.48,0.46,1.41,0.99,41.12,51.6,7.64,0.06,0.05,0.06,0.14,0.06,0.11,0.07,0.08,0.08,0.09,0.53,0.05,55.81,7.31,245.0,250.0
55,Latavius Murray,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,79.51,312.8,2.43,0.42,0.05,15.74,-9.38,0.45,20.51,28.1,92.19,0.08,0.59,0.4,7.09,58.75,2.29,-4.82,-0.0,6.84,0.61,0.01,0.93,0.0,46.03,62.19,12.66,0.06,0.0,0.07,0.08,0.03,-0.01,0.02,0.02,0.01,0.02,0.19,0.08,74.24,5.87,314.0,204.0
56,Cordarrelle Patterson,RB,2024.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-0.06,0.0,0.0,0.0,88.83,328.91,1.28,0.61,0.5,15.01,-7.9,0.02,5.49,6.45,23.9,0.06,-0.01,-0.02,22.23,53.26,0.35,1.87,0.0,-15.24,0.24,0.1,0.64,0.0,44.8,42.84,5.87,0.05,0.03,0.08,0.07,0.02,0.11,0.02,0.02,0.04,0.02,0.22,0.08,52.71,8.98,189.0,264.0
57,Damien Williams,RB,2024.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,21.39,177.02,1.79,0.5,0.33,6.7,3.69,0.04,3.95,7.53,31.83,0.97,0.18,0.09,15.01,36.87,2.0,0.61,-0.0,3.05,0.14,0.05,0.31,0.0,41.32,38.84,6.31,0.02,0.02,0.02,0.04,0.01,0.14,0.02,0.02,0.05,0.01,0.11,0.04,42.73,6.77,268.0,303.0
58,Keith Smith,RB,2024.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,8.26,32.4,0.69,0.15,0.02,2.08,3.07,0.0,2.19,3.24,19.74,0.14,-0.0,-0.0,15.38,21.39,1.5,2.28,-0.0,-5.28,0.14,0.06,0.33,0.0,11.17,29.87,4.62,0.03,0.01,0.05,0.05,0.02,0.02,0.04,0.03,0.03,0.03,0.1,0.06,12.9,2.79,502.0,493.0
59,Jerick McKinnon,RB,2024.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.01,0.0,0.0,0.0,37.11,125.27,0.87,0.17,0.31,7.58,-3.93,0.01,18.85,28.59,148.11,0.7,0.56,0.26,21.78,137.35,8.02,4.08,-0.0,2.85,1.13,0.05,1.46,0.0,57.52,74.92,11.74,0.09,0.01,0.09,0.12,0.04,0.02,0.07,0.07,0.04,0.06,0.36,0.09,52.65,4.48,396.5,265.0
60,Michael Burton,RB,2024.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,0.0,0.0,-0.14,0.0,0.0,0.0,69.66,259.5,1.87,0.31,0.19,14.63,-4.48,-0.02,8.51,16.44,73.41,0.27,0.07,0.12,26.51,70.77,2.62,0.46,-0.0,10.53,0.39,0.03,0.44,0.0,75.71,67.92,8.61,0.02,0.01,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.13,0.03,58.25,6.76,269.0,242.5
61,Raheem Mostert,RB,2024.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,0.0,203.5,805.27,5.73,0.62,0.21,45.97,-0.77,-0.0,26.39,28.34,195.16,0.11,0.38,0.28,-8.85,216.14,8.5,0.45,-0.0,-3.58,0.81,-0.15,1.26,0.0,130.52,129.62,12.26,0.04,-0.01,0.11,0.06,0.02,0.02,0.03,0.02,0.03,0.04,0.24,0.12,173.99,14.19,88.0,74.0
62,Ameer Abdullah,RB,2024.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,-0.06,0.0,0.0,0.0,25.93,121.08,0.7,0.19,0.29,10.18,-5.33,0.0,24.78,32.08,145.93,2.43,0.39,-0.01,63.84,117.04,10.02,-0.94,-0.0,15.94,0.79,0.16,1.57,0.0,43.19,63.38,13.36,0.06,0.02,0.06,0.11,0.05,0.09,0.06,0.07,0.11,0.06,0.39,0.08,67.12,5.02,366.0,220.0
63,Melvin Gordon,RB,2024.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,100.25,402.46,0.96,0.92,0.21,16.21,-8.8,-0.01,15.39,17.17,65.32,0.48,-0.03,-0.02,24.26,64.58,3.24,2.98,-0.0,2.82,0.48,0.09,0.69,0.0,60.38,55.53,9.47,0.05,0.01,0.06,0.07,0.04,0.0,0.04,0.03,0.02,0.03,0.26,0.07,71.71,7.57,238.0,211.0
64,Ty Montgomery,RB,2024.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,-0.32,0.0,0.0,0.0,3.55,0.66,0.06,-0.02,-0.04,1.0,3.02,-0.01,16.78,22.19,118.33,0.77,0.03,-0.04,74.65,156.16,6.31,-13.31,-0.0,6.87,0.73,0.29,1.73,0.0,28.37,62.2,4.41,0.09,0.06,0.07,0.13,0.04,0.51,0.05,0.05,0.28,0.07,0.29,0.07,28.95,6.56,277.0,378.0
65,Derrick Henry,RB,2024.0,0.0,-0.03,1.31,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.11,0.0,0.92,0.0,0.84,0.0,270.68,1157.13,12.42,0.51,0.47,66.76,-16.14,0.02,23.88,27.33,201.51,2.06,0.97,0.69,-31.44,217.79,9.64,-3.01,0.02,-13.99,0.95,-0.1,1.1,0.48,229.16,270.17,15.62,0.06,-0.01,0.13,0.07,0.06,0.03,0.05,0.06,0.06,0.05,0.4,0.23,270.39,17.31,49.0,8.0
66,C.J. Ham,RB,2024.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,5.39,-2.97,0.18,-0.0,0.02,2.81,0.89,0.03,13.17,17.23,27.39,0.56,-0.03,-0.03,12.02,29.31,2.33,-0.93,-0.0,4.17,0.32,0.07,0.59,0.0,4.02,1.53,5.34,0.03,0.01,0.05,0.07,0.02,0.0,0.04,0.03,0.03,0.03,0.17,0.02,16.13,3.02,492.5,471.0
67,Jonathan Williams,RB,2024.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,0.0,0.0,-0.15,0.0,0.0,0.0,99.91,356.67,2.25,0.23,0.38,18.02,-1.68,0.08,10.99,17.82,116.21,0.55,0.29,0.05,23.55,101.67,5.4,-0.33,-0.0,3.21,0.41,0.06,0.38,0.0,83.26,53.97,5.73,0.03,0.01,0.07,0.07,0.03,0.07,0.04,0.05,0.03,0.03,0.21,0.05,80.47,14.05,89.0,192.0
68,Ezekiel Elliott,RB,2024.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,-0.02,0.0,0.0,0.0,109.97,322.15,2.72,0.54,0.78,16.57,-4.61,0.15,22.06,18.95,96.9,0.35,0.73,0.73,10.53,96.54,4.36,0.04,-0.0,-7.93,0.68,-0.03,0.86,0.0,74.63,86.96,12.16,0.06,-0.0,0.1,0.07,0.04,0.03,0.06,0.05,0.04,0.04,0.26,0.08,79.29,6.52,280.0,195.0
69,Kenyan Drake,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,34.72,172.68,0.55,-0.09,0.07,9.76,-1.87,0.01,13.09,22.29,66.9,0.81,-0.01,-0.03,10.81,93.15,4.01,-0.47,-0.0,-0.17,0.69,0.03,1.24,0.0,38.9,63.91,9.51,0.06,0.01,0.09,0.1,0.04,0.05,0.03,0.04,0.04,0.04,0.24,0.08,45.64,4.8,382.5,284.0
70,Christian McCaffrey,RB,2024.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.57,0.0,0.55,0.0,170.77,700.08,6.62,1.45,1.0,39.3,-4.37,0.33,50.15,67.51,413.09,2.5,1.16,1.07,12.36,455.74,23.22,5.27,0.38,-5.63,2.07,0.11,3.08,0.0,158.88,190.5,12.76,0.16,0.01,0.24,0.21,0.11,0.09,0.13,0.15,0.11,0.14,0.71,0.18,219.14,17.18,50.0,39.0
71,Aaron Jones,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.01,0.0,0.0,0.0,112.11,472.27,3.84,1.34,0.5,26.78,-12.89,0.02,22.62,30.94,205.27,0.96,0.37,0.1,5.01,155.92,7.52,-2.79,0.01,-2.83,0.87,0.11,1.42,0.0,81.85,102.49,9.76,0.07,0.0,0.15,0.13,0.06,0.05,0.07,0.06,0.07,0.07,0.52,0.09,122.78,12.58,117.0,123.0
72,Matt Breida,RB,2024.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.04,0.0,0.0,0.0,45.02,106.83,0.97,0.12,0.06,9.36,-11.07,0.0,19.65,23.54,77.47,0.97,0.29,0.05,23.49,68.61,2.75,-1.92,-0.0,13.83,0.64,0.07,0.73,0.0,33.31,36.63,12.55,0.07,0.01,0.07,0.1,0.05,0.03,0.04,0.05,0.03,0.06,0.37,0.07,45.48,3.62,463.0,287.0
73,Patrick Ricard,RB,2024.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,15.03,16.84,0.37,-0.03,-0.03,0.59,-0.59,0.03,16.82,24.42,64.56,0.87,0.42,-0.02,32.59,80.44,2.66,-0.81,-0.0,3.95,0.48,0.1,0.79,0.0,22.65,17.22,8.07,0.04,0.02,0.06,0.09,0.04,0.02,0.04,0.04,0.02,0.03,0.27,0.03,25.36,3.14,488.0,397.0
74,Samaje Perine,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,36.76,103.5,1.34,-0.09,0.01,7.5,-4.49,-0.0,29.33,39.79,172.93,0.45,0.53,0.2,7.35,188.2,8.3,0.45,-0.0,11.13,1.21,-0.04,1.66,0.0,52.62,83.17,13.48,0.07,-0.01,0.15,0.09,0.05,0.02,0.05,0.05,0.04,0.05,0.36,0.08,60.27,4.47,398.0,237.0
75,James Conner,RB,2024.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.02,0.0,0.0,0.0,153.69,865.42,5.1,1.17,0.64,36.17,-4.76,0.08,14.39,26.76,176.75,0.77,0.29,0.18,-9.94,299.79,4.24,-4.4,-0.0,-4.92,0.98,-0.14,1.46,0.0,142.28,173.62,11.97,0.05,-0.01,0.11,0.1,0.04,0.05,0.05,0.05,0.04,0.04,0.27,0.16,164.71,13.76,93.0,83.0
76,Austin Ekeler,RB,2024.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.0,137.08,447.7,6.03,2.23,1.52,33.14,-6.41,1.02,34.37,47.93,331.37,2.09,1.35,1.25,-4.84,339.16,8.45,2.63,0.48,-20.55,1.77,0.11,1.71,0.0,142.36,170.3,8.77,0.13,0.01,0.23,0.19,0.11,0.07,0.09,0.09,0.07,0.09,0.7,0.08,161.25,18.39,39.0,88.0
77,Dare Ogunbowale,RB,2024.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,-0.06,0.0,0.0,0.0,24.3,179.9,0.03,0.11,0.04,4.55,-3.11,0.02,8.38,17.66,60.46,0.08,0.41,-0.03,19.4,68.98,2.9,0.0,0.0,10.93,0.52,0.1,0.62,0.0,23.57,27.72,8.17,0.03,0.02,0.06,0.07,0.01,0.02,0.05,0.03,0.04,0.03,0.14,0.05,32.07,3.92,443.5,356.0
78,Leonard Fournette,RB,2024.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,-0.1,0.0,0.0,0.0,147.7,684.94,3.29,0.57,0.46,24.35,-3.14,0.04,20.37,34.95,104.59,1.24,0.59,0.06,21.05,120.16,4.47,-3.13,-0.0,3.29,0.65,0.03,1.42,0.0,127.83,111.27,8.82,0.07,0.01,0.06,0.08,0.03,0.03,0.03,0.05,0.07,0.06,0.29,0.12,129.14,14.64,81.0,117.0
79,Dalvin Cook,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,-0.0,0.0,0.0,0.0,131.78,588.09,2.92,0.97,0.22,21.51,-15.62,0.09,20.75,24.89,144.93,0.81,0.88,0.38,5.21,186.41,4.6,-1.32,-0.0,-8.77,0.63,-0.06,1.29,0.0,83.99,124.86,11.72,0.05,0.0,0.14,0.08,0.06,0.05,0.05,0.04,0.05,0.08,0.4,0.1,116.82,9.97,161.0,136.0
80,Joe Mixon,RB,2024.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,189.48,713.91,5.82,0.43,0.6,34.74,-10.28,-0.01,21.48,32.97,136.3,1.33,0.33,0.1,-30.87,200.2,9.58,3.6,0.09,-5.04,0.96,-0.03,1.29,0.0,126.48,165.55,10.47,0.06,-0.01,0.12,0.06,0.04,0.05,0.06,0.06,0.06,0.05,0.32,0.15,159.54,15.24,73.0,91.0
81,Alvin Kamara,RB,2024.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,-0.04,0.0,0.0,0.0,120.02,392.17,4.39,1.0,0.67,19.71,-5.85,0.11,34.14,47.32,264.7,0.63,0.14,0.3,-29.02,391.16,9.42,-9.21,0.01,11.3,1.59,-0.05,1.95,0.0,101.06,110.71,8.59,0.1,0.01,0.2,0.16,0.11,0.04,0.1,0.11,0.06,0.1,0.77,0.16,125.6,14.62,82.5,120.0
82,Kareem Hunt,RB,2024.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,-0.18,0.0,0.0,0.0,75.0,320.98,2.89,0.76,0.07,19.97,-6.55,0.0,15.7,24.55,121.32,0.56,0.41,0.03,11.65,132.38,3.85,-3.55,-0.0,-7.1,0.76,-0.01,1.14,0.0,98.52,88.65,14.05,0.04,-0.0,0.1,0.06,0.03,0.04,0.02,0.03,0.03,0.02,0.24,0.07,83.43,5.94,308.5,185.0
83,D'Onta Foreman,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,56.07,204.13,1.86,0.41,0.04,10.34,-11.06,-0.01,9.87,15.6,37.25,0.41,0.24,0.04,7.54,35.99,1.21,-0.78,0.06,-4.58,0.31,0.04,0.68,0.0,27.0,45.81,8.48,0.05,0.0,0.06,0.06,0.04,0.04,0.02,0.02,0.02,0.02,0.15,0.05,47.85,5.65,334.0,274.0
84,Jamaal Williams,RB,2024.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,112.3,312.97,2.45,0.33,0.16,16.18,-12.94,0.01,17.04,20.49,79.63,0.12,0.28,0.18,9.43,91.41,3.39,-3.19,-0.03,-1.86,0.58,0.03,0.73,0.0,60.36,64.38,11.58,0.06,0.0,0.06,0.06,0.04,0.04,0.04,0.03,0.04,0.06,0.25,0.08,71.95,6.21,292.0,209.5
85,Jeffery Wilson,RB,2024.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,-0.03,0.0,0.0,0.0,40.04,157.22,0.49,0.32,0.06,7.06,-8.93,0.01,14.37,17.67,83.69,0.11,0.59,0.16,38.19,76.15,4.27,2.27,-0.0,-3.86,0.51,0.04,0.76,0.0,25.05,32.08,9.33,0.04,0.01,0.06,0.07,0.03,-0.01,0.03,0.03,0.02,0.02,0.26,0.05,39.43,4.22,418.0,316.0
86,Mike Boone,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.28,98.53,0.4,0.09,0.01,5.07,-1.44,-0.01,13.77,18.83,87.37,0.23,0.35,0.01,17.84,94.17,5.94,-3.52,-0.0,2.51,0.62,0.03,0.81,0.0,17.9,23.76,8.51,0.05,0.01,0.08,0.06,0.02,0.01,0.05,0.04,0.03,0.03,0.26,0.04,34.3,4.03,435.5,342.0
87,Boston Scott,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,46.11,210.59,0.64,0.26,0.12,6.37,-5.5,0.02,4.03,8.29,55.02,0.31,0.35,-0.01,14.6,38.89,3.44,-2.06,-0.0,5.7,0.28,0.07,0.43,0.0,52.6,49.23,7.1,0.04,0.01,0.04,0.06,0.03,0.06,0.03,0.03,0.04,0.01,0.19,0.06,38.5,5.42,345.0,320.0
88,Chase Edmonds,RB,2024.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,-0.15,0.0,0.0,0.0,139.31,539.16,1.45,0.27,0.18,26.52,-9.33,0.02,14.67,23.2,109.93,0.33,0.58,0.03,24.46,111.57,4.81,-3.48,0.04,5.65,0.69,0.05,0.93,0.0,74.7,71.09,11.01,0.05,0.01,0.07,0.07,0.04,0.03,0.03,0.04,0.04,0.03,0.32,0.08,97.65,8.87,193.0,160.0
89,Rashaad Penny,RB,2024.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,-0.13,0.0,0.0,0.0,138.83,596.39,2.06,0.63,0.7,28.18,-4.29,0.03,8.78,18.09,68.32,0.64,0.71,0.04,10.62,78.76,2.73,2.21,0.12,8.78,0.4,0.03,0.46,0.0,56.95,84.01,10.81,0.03,0.0,0.06,0.05,0.03,0.02,0.02,0.02,0.04,0.02,0.13,0.05,100.72,9.32,178.5,153.0
90,Nick Chubb,RB,2024.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,-0.02,0.0,0.0,0.0,145.41,864.48,5.72,1.25,1.24,28.98,-19.27,0.24,20.89,36.62,212.76,0.97,0.57,0.53,3.21,235.19,11.29,-3.55,0.04,2.42,1.06,-0.03,1.73,0.0,147.48,186.86,13.26,0.06,-0.0,0.1,0.1,0.05,0.05,0.05,0.06,0.06,0.05,0.48,0.08,175.43,13.23,101.5,71.0
91,Royce Freeman,RB,2024.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,28.61,168.92,1.15,0.22,0.09,4.74,-5.47,0.04,3.97,4.63,60.12,0.34,0.46,0.09,4.17,27.16,3.22,-0.04,0.08,4.53,0.28,0.0,0.43,0.0,19.16,28.07,4.89,0.03,0.01,0.06,0.06,0.03,0.02,0.03,0.04,0.02,0.03,0.22,0.06,37.18,7.6,237.0,325.0
92,Saquon Barkley,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,-0.02,0.0,0.0,0.0,154.67,636.95,4.9,0.92,0.29,25.64,-27.63,0.08,32.65,54.1,317.65,0.87,0.48,0.68,1.71,400.23,11.1,-14.93,0.41,-0.88,1.4,-0.07,1.46,0.0,91.52,170.89,11.86,0.08,-0.0,0.22,0.12,0.07,0.09,0.09,0.08,0.08,0.07,0.43,0.13,163.38,13.77,92.0,85.0
93,Alexander Mattison,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,127.93,542.57,1.85,0.86,0.39,23.46,-12.45,-0.0,27.22,31.77,168.28,0.72,0.56,0.13,-0.54,184.38,9.02,0.71,0.1,16.7,0.9,0.02,1.49,0.0,65.8,96.4,12.62,0.05,-0.0,0.09,0.08,0.04,0.16,0.04,0.05,0.04,0.05,0.27,0.08,114.62,9.08,186.0,140.0
94,Khari Blasingame,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,7.59,27.49,1.94,0.07,0.19,6.67,3.65,0.04,6.42,2.54,93.46,0.28,0.53,0.12,7.03,73.98,4.15,1.62,0.06,2.29,0.24,0.01,0.35,0.0,5.83,8.73,3.61,0.02,0.01,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.14,0.03,33.3,9.23,181.0,350.0
95,Alec Ingold,RB,2024.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.59,67.26,0.54,0.09,-0.02,3.71,-3.64,0.01,19.12,23.53,66.71,0.97,0.29,0.0,33.39,85.59,4.66,1.03,0.06,7.02,0.44,0.11,0.76,0.0,29.4,41.5,6.71,0.07,0.02,0.08,0.12,0.05,0.04,0.05,0.05,0.03,0.03,0.35,0.06,35.96,5.36,347.5,330.0
96,Devine Ozigbo,RB,2024.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,9.83,35.22,0.62,0.04,-0.0,3.8,-4.06,0.28,2.09,3.36,14.74,0.41,0.45,-0.0,12.0,18.61,1.11,-0.08,0.02,-3.77,0.09,0.03,0.21,0.0,8.35,16.82,5.67,0.01,0.02,0.02,0.02,0.01,0.04,0.01,0.02,0.01,0.01,0.14,0.02,14.79,2.61,510.5,483.0
97,Miles Sanders,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.01,0.0,0.0,0.0,96.04,322.4,3.75,0.7,0.44,20.41,-16.34,-0.0,21.52,34.22,198.75,0.28,0.45,0.23,16.67,228.59,6.81,-0.24,0.17,2.06,0.86,0.06,1.54,0.0,74.24,85.36,12.74,0.07,0.0,0.12,0.12,0.05,0.03,0.04,0.04,0.04,0.05,0.42,0.09,99.17,7.78,228.0,157.0
98,Devin Singletary,RB,2024.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.04,0.0,0.0,0.0,171.91,672.4,5.51,0.68,0.31,39.89,-7.95,-0.01,19.58,31.37,174.24,1.34,0.12,0.08,8.16,148.62,10.48,0.46,0.03,19.51,0.81,0.07,1.15,0.0,98.68,171.72,10.62,0.06,-0.0,0.07,0.11,0.04,0.05,0.05,0.05,0.05,0.05,0.4,0.09,159.56,15.03,77.0,90.0
