,player_id,name,position,age,draft_year,completions_y_pred_gbf,attempts_y_pred_gbf,passing_yards_y_pred_gbf,passing_tds_y_pred_gbf,interceptions_y_pred_gbf,sacks_y_pred_gbf,sack_yards_y_pred_gbf,sack_fumbles_y_pred_gbf,sack_fumbles_lost_y_pred_gbf,passing_air_yards_y_pred_gbf,passing_yards_after_catch_y_pred_gbf,passing_first_downs_y_pred_gbf,passing_epa_y_pred_gbf,passing_2pt_conversions_y_pred_gbf,pacr_y_pred_gbf,dakota_y_pred_gbf,carries_y_pred_gbf,rushing_yards_y_pred_gbf,rushing_tds_y_pred_gbf,rushing_fumbles_y_pred_gbf,rushing_fumbles_lost_y_pred_gbf,rushing_first_downs_y_pred_gbf,rushing_epa_y_pred_gbf,rushing_2pt_conversions_y_pred_gbf,receptions_y_pred_gbf,targets_y_pred_gbf,receiving_yards_y_pred_gbf,receiving_tds_y_pred_gbf,receiving_fumbles_y_pred_gbf,receiving_fumbles_lost_y_pred_gbf,receiving_air_yards_y_pred_gbf,receiving_yards_after_catch_y_pred_gbf,receiving_first_downs_y_pred_gbf,receiving_epa_y_pred_gbf,receiving_2pt_conversions_y_pred_gbf,racr_y_pred_gbf,target_share_y_pred_gbf,air_yards_share_y_pred_gbf,wopr_x_y_pred_gbf,special_teams_tds_y_pred_gbf,fantasy_points_y_pred_gbf,fantasy_points_ppr_y_pred_gbf,games_y_pred_gbf,tgt_sh_y_pred_gbf,ay_sh_y_pred_gbf,yac_sh_y_pred_gbf,wopr_y_y_pred_gbf,ry_sh_y_pred_gbf,rtd_sh_y_pred_gbf,rfd_sh_y_pred_gbf,rtdfd_sh_y_pred_gbf,dom_y_pred_gbf,w8dom_y_pred_gbf,yptmpa_y_pred_gbf,ppr_sh_y_pred_gbf,scrimage_yards_y_pred_gbf,scrimage_touchdowns_y_pred_gbf,fantasy_points_proj,fantasy_points_proj/G
926,00-0028986,Case Keenum,QB,35,2012.0,11.704545349797478,24.734671573058044,135.06976446394626,0.40184222344340753,-0.3800804560230866,1.3353668590926946,17.088875510574557,0.42078666163152284,0.32974624103825223,153.16049868290665,10.694458617430632,9.66262238540723,-3.7934161244840032,0.1964979436278032,1.6214015043734302,-0.003650684159372838,6.284587413027811,17.642231289315724,0.012582041989887452,0.07468496374438863,0.06727428734556429,-0.9555087863593266,-5.355286011880761,0.0004259004236969867,-0.7087629466904731,-0.243390104302608,2.823879019982998,-0.044691348690420685,0.08223850470603665,-0.01594228484567204,-0.9995842555091646,-5.516729192933646,-0.284928699890677,-0.276843437041566,-0.009470546786794643,-0.5753028797544751,-0.03527708022610352,0.005348813146728683,0.017556743916678785,1.30215010354617e-09,32.328952981988934,11.078868237592417,1.8780430683635227,-0.00028385304468044596,-0.0004985981302748205,-0.0012854271646045349,0.00045207369637382774,0.003159678394386576,-0.0025409294939663205,-0.0021238584194745117,-0.001420437913411163,-0.002345671124102533,-0.0006643519123960139,0.035229708674516066,0.0024029387059160026,20.46611030929872,-0.03210930670053323,8.06494177869601,4.294332709698499
981,00-0029239,Brandon Bolden,RB,33,2012.0,-1.1515601358272098,-0.7909946815825337,0.474441789317576,-0.007297372426491953,-0.15059495845708437,-0.38024229497232637,-1.1495341850548277,-0.031588265520897156,-0.00725244914938685,0.9601970220338454,0.5648016597229418,-0.053905151326194556,1.3441114489670687,0.016212701406715335,-0.39301416492243796,0.01876397050742522,11.536176105659058,34.76988205052216,0.49696901121593984,0.10247854118440548,0.10614567139739718,2.579601388178619,-1.1133854469112325,-0.0012029723314704755,9.559111904261052,14.562519393780741,74.77759260114594,0.778594430930373,0.32778784975053604,0.1482787682588682,-1.0808899880552632,66.20130185487082,4.809264428127247,-4.9961151193214635,-0.07523291551664611,10.011661217145448,0.3173051453587689,-0.1733233185779869,1.0254530918392848,1.30215010354617e-09,53.808495107784445,60.33602627246051,6.332197542371529,0.031684021391199614,0.00013419935827393045,0.0836990786459721,0.07848619324682114,0.028234448431149608,0.03259248849079761,0.005910316507492567,0.019798015093729967,0.042341122991677665,0.025029886435403947,0.25500204388776676,0.0370457828413584,109.5474746516681,1.275563442146313,26.609204532968267,4.202206951838495
994,00-0029263,Russell Wilson,QB,35,2012.0,213.15983739369358,314.90416154979374,2061.6164405448585,19.896286723999477,5.644804804494808,24.49014830473375,161.30265767994996,1.2875307272521985,-0.01035970845484896,2410.1205900674922,951.7086802126673,102.05191659779757,-25.656141954930927,0.49769731116469973,6.3982274111033774,0.8012555442164746,18.693085599812438,99.3787247692185,1.1480327840190658,2.699762879160132,0.2076105529997084,6.2679766241939925,0.7291046939916144,0.09010373300764184,-0.24477691779520483,0.1103798600149625,-2.975017338692552,-0.03993152449875613,0.09586321250366185,-0.001441875060990744,-3.679010786572426,-0.47880096062735744,-0.4357834770550661,-1.23174076154406,7.073439370519166e-05,-0.23560014733831747,0.0018351594112006586,-0.009176356720064033,0.009703901702920155,1.30215010354617e-09,116.64950429521643,139.0539139701294,7.30844518794431,0.0005152189101461501,-0.00048156544741870727,-0.001313698534095303,0.0010227674294296673,-0.0007853701578587745,-0.0024127712467091524,-0.0013881206728774585,-0.0006256209210320699,-0.0016688358245748136,-0.00041320497925114477,-0.012489257731799779,0.16704425773733458,96.40370743052594,1.1081012595203097,166.5594516263659,22.78999805610023
1017,00-0029293,Marvin Jones,WR,33,2012.0,-0.02625344649261407,-0.048145702676112734,-0.8988617384161899,-0.01671907021412237,-0.006249383802188273,-0.001700581512256211,-0.04389233628053736,-0.0011254184679483099,-0.0009819595125624082,-1.8585510894599184,-0.0973978490597371,-0.02299925108188049,0.01925515049224855,0.0009947884558779109,-0.014587759623106118,-0.00042889792341428224,0.19575896665974538,-1.5072172943481272,-0.04510673931283491,-0.0040053740468025375,0.0013696485128977724,0.4416600941895277,0.03896839262146338,3.2175386520120255e-05,7.443316829643788,18.15312567887471,61.49724236623706,0.3955309949615672,0.05114591014081399,0.20538048986901683,168.80485268109646,16.64383120038393,3.6860643287299197,1.5180783512908242,0.3606573233259208,7.035459716139316,0.4146881822460162,0.612532942517495,0.7009332346086526,1.30215010354617e-09,18.356866728162956,25.76601818663805,4.420418927136118,0.07355524354469538,0.12315404220538581,0.0006249386725868972,0.2042609848262706,0.058005565447119344,0.030899375247399153,0.060750637026186535,0.0779957127589083,0.04938800996594689,0.06752453262319384,0.39999094858385537,0.03299606075562869,59.99002507188893,0.35042425564873225,14.268257611642325,3.227806650643943
1079,00-0029604,Kirk Cousins,QB,35,2012.0,350.77351079309096,519.9622392842326,4088.1823578865788,26.332453241473864,9.020251902439131,30.206039569134564,222.5451807355579,3.147455829935733,1.7151677691271188,4462.824163975177,1851.261282733164,194.07470442019377,-4.996639611475155,2.4308897309078414,16.881209018475335,1.7468269467619493,33.66435182699853,44.886848507138325,1.5391904348531142,1.8754940263862694,0.1866552731747655,9.397676148181448,2.8902102345539413,0.0593991460452676,-0.03120320684877185,0.14450243488825604,-1.929838667259002,-0.012518669627243163,0.022994840759189575,0.0011198321991891097,1.1986050934594403,-0.07117900929473442,-0.12278493490101235,0.016643435885941606,-0.0009716267433581759,-0.31548176765512775,-0.005071948890137391,-0.003925265809356108,-0.002871681704160886,1.30215010354617e-09,264.9000470200034,278.34251598236233,14.588855964453005,-3.345239485688213e-05,0.000521503710968722,-0.00016472300303646678,-0.00036817448471325437,-0.0009848219944108966,-0.0009515331209955909,-0.000930583295511493,-0.0006817084388533067,0.00200682408626208,-0.0007522168384659809,-0.002034528743575385,0.20018823286359413,42.95700983987932,1.526671765225871,266.805127691786,18.288283080035853
1156,00-0029701,Ryan Tannehill,QB,35,2012.0,96.78747842945451,114.72887508334603,726.5490213196616,8.484474409369108,4.138824128264682,11.038120800052493,109.5593418997686,1.6363281270955827,0.8791107185496629,1334.7302669050216,408.20737986405356,61.717468083696794,8.016249222743836,0.8400413244437058,6.266280471390048,0.45435581271424497,17.43445152348523,28.422783632886496,0.43945161279368555,0.9574332208996036,0.06539715489112746,9.533016617148744,2.910128944796304,-0.0006563483627238693,-0.6892912784038422,0.05033432749304769,5.305411925569963,-0.01387166855259074,0.0015970590559754832,-0.00490079892556168,-0.8455636151313007,0.688326542835965,-0.4086120258482072,-0.2992644539059408,0.0030238466589956473,-0.10411110066970036,0.0250600105352423,0.0014695103004984764,0.01067856090223114,1.30215010354617e-09,65.76756858362306,95.50748483293536,6.757337620670747,0.0016427569909155018,-0.0018865639635511577,0.012841114986375992,0.0004899676515636215,0.0003783795217828163,-0.0007289304787259674,0.0007860151118531543,0.002304394448779098,-0.0007745134011522061,-0.00010112194746359423,0.0019389815136952374,0.12308206062398537,33.72819555845646,0.4255799442410948,63.01723097211311,9.325748469240743
1192,00-0029892,Kyle Juszczyk,RB,32,2013.0,0.001219743888281178,0.2373947071200838,-0.758320214138703,-0.007638068697501773,-0.0003377958228879488,-3.4226997154600394e-05,0.010734381174149873,-6.404892525824191e-05,0.0003019787836112508,2.303962162976543,0.4098287398003914,-0.03946689650081323,-0.0841866177569286,-0.002373941230025806,-0.012721714626998898,-0.0005376381596627686,3.4999894684332102,3.745749222573276,0.6255070020540573,-0.004631199396254965,-0.026729358312322676,3.228515669437689,0.3978840396182076,0.00046126057997451146,21.897005627494778,26.043399272778586,130.4000573726435,0.7173382211139239,0.28708130490645345,0.32272235299141994,136.64188284045443,100.67572303437277,7.762966735445926,3.2843652315791347,0.09516031884627613,15.700821601664156,0.8840286525675721,0.6249443720630706,1.6755643112447738,1.30215010354617e-09,25.52385041584605,39.79093943358843,10.663213824829862,0.05814105895601683,0.05060268526116542,0.09153917742841566,0.10789177017350006,0.050349427070419485,0.07098773071547705,0.060407434089432374,0.06226377613488039,0.06327208479728381,0.05674049598038341,0.3932122151126308,0.058923031633927356,134.14580659521675,1.342845223167981,37.462578248193836,3.513253964856282
1205,00-0030035,Adam Thielen,WR,33,2014.0,0.3055620550327069,0.07923694800111154,1.2108764435409616,0.006849468362845093,-0.010635863226678683,0.03382648487773942,-0.041312115339799046,-6.37056871742863e-05,-0.0005660206288217053,4.934386989636805,1.5967226993920918,0.03962626984110665,-0.17276504518345628,0.19100885012489485,0.008512713580177564,0.003461967918310418,0.39322157752703746,0.9856134885248434,0.016193063917611123,-0.009013751623716051,-0.015188755119493103,0.013699864403050077,0.1519467312341526,-7.567665089224104e-05,75.5022213891789,112.74638711975649,764.0457189739285,2.998049536112097,0.9591666920589133,0.23661892068718432,908.343132119401,282.79800559584135,39.74386807884966,16.065350567894527,0.41015247285513456,13.492178551596014,3.172688762584334,3.3401656825897454,7.97459508530913,1.30215010354617e-09,96.79862519383688,182.3451698791657,14.705030464553525,0.17554988730283552,0.20915547159460207,0.15041294072311545,0.4530408223292834,0.1890952287010825,0.2173413968974209,0.20436395475057706,0.209297740267383,0.22723883107165987,0.19443415558193455,1.5184366680895534,0.14456932503421654,765.0313324624533,3.014242600029708,152.34695743655894,10.360193255212307
1217,00-0030061,Zach Ertz,TE,33,2013.0,0.010138725579407403,-0.022755032317931047,-0.0447680296339355,0.04556927253876175,0.007111812710013257,-0.0034613627135501785,-0.03567906519649119,-0.00016551926781800517,-0.00010970131736589786,0.5940478675525287,-0.03457489533497911,-0.031454127633535736,-0.025424607268878643,0.0006873437554507608,-0.01468161000409772,-0.0001550264252143205,0.0042071071855123154,-1.3442092053193686,-0.025663627244136112,-0.010692885166010555,-0.00010864850914026808,0.29619145110639145,-0.0498411031272051,1.465571295198196e-05,29.10721415203497,45.67468017698708,300.2681911291049,2.067965786869162,0.33901084846386226,0.2650848928440465,357.372501634214,141.56106364138458,14.905169807041462,-1.3460569432279905,0.2867010168744591,15.518220659216157,1.3042683902425323,1.3912776263287854,2.765722182093329,1.30215010354617e-09,29.89584968660373,56.79308675901529,13.25718481096695,0.13456815252966606,0.10503980618008385,0.09578895926852195,0.2554578777608354,0.10192271354332796,0.09393926478421717,0.10053994071631799,0.08114617643790224,0.08986213329711117,0.0905337930508679,0.46143098611687083,0.06193894550899639,298.9239819237855,2.042302159625026,64.44851933298202,4.861403099673715
1223,00-0030068,Marquise Goodwin,WR,33,2013.0,0.06719466212271531,0.023731379076567288,-0.028171880260554814,0.016263693799238817,-0.005940422204111735,0.004511332587408642,0.16437361226642855,0.0063554835944934504,-0.0021832701151920262,-0.37160615665454755,0.6478925756857487,-0.0036102145328714293,0.03495928634225396,-0.0006680420577459132,-0.0005344596604478235,0.0011967941256052301,2.328631429148157,0.13209337127893697,0.16526138162851578,-0.008158589221892002,-0.0028428231331110334,0.7562653657480602,-0.051093501432624554,6.920507065212232e-06,10.37106790013478,21.778034701610135,113.53744404166915,0.8258157880547699,0.03316308033340212,0.14199174225817904,241.93005851806274,32.29365197391888,4.965422080847919,-3.87396565632576,0.05478014890576528,3.857481328931877,0.6468351079430832,0.9735288509781335,1.272193610090815,1.30215010354617e-09,13.368882505991555,25.940091048646686,4.083844474157655,0.08506886027021235,0.10886479872201159,0.06849347284174497,0.23027113959517276,0.047948155363880314,0.07327559982848353,0.03777578225706142,0.05168141519495423,0.05859770314079165,0.0699625283906948,0.37581738214134847,0.04174413308849247,113.66953741294809,0.9910771696832856,25.375501767134818,6.213630790229551
1284,00-0030279,Keenan Allen,WR,31,2013.0,0.39233486766220754,0.10445606034182642,10.745108795740295,0.18758167245587798,-0.013990704139527427,0.40352357006516054,0.9279505262079283,0.00041913745158526894,0.06732825177608504,-3.2282084567740115,3.0132829957833103,0.6279713738645375,0.597798898587649,0.23556774601211378,1.676411646358521,-0.008379144371947936,0.9504737819292981,3.736079849853486,0.1303814532230134,0.03931347330853859,0.03214114869360427,0.4681678960680981,0.42117129364234884,-0.0009234331320276953,90.80766150565164,136.4255592660656,1110.4418867873324,6.605580565229111,0.5476074934531786,0.5039869493120633,1316.844257797261,407.53202448006607,52.5943825266255,37.642793602896475,0.3910441457951343,12.82435886256562,4.156916118982003,6.116532979486777,10.085207492847829,1.30215010354617e-09,186.1027883766589,303.96209802395606,16.7429921883643,0.2508348233767404,0.331828628024844,0.2078874910296102,0.6541573180613942,0.3094889822920418,0.28661763900084875,0.2922408635316949,0.301586570886885,0.3722866722710299,0.34591125986341087,2.177327888826221,0.19860800669970655,1114.1779666371858,6.735962018452125,225.0392145181556,13.440800305368876
