Season,Id,Name,Position,Team,Conference,CountablePlays,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns
2015,517427,Maxwell Smith,QB,San Diego State,Mountain West,218,0.284,0.318,-0.176,0.096,0.187,0.532,0.168,0.381,61.845,64.491,-2.646,5.272,15.726,41.498,16.838,45.007
2015,530583,Chris Swain,FB,Navy,American Athletic,212,0.285,0.074,0.289,-0.065,0.192,0.866,0.28,0.307,60.501,0.294,60.206,-5.871,12.655,38.099,48.525,11.975
2015,535958,C.J. Prosise,RB,Notre Dame,FBS Independents,183,0.285,0.428,0.255,0.114,0.623,0.129,0.135,0.789,52.141,13.703,38.438,11.53,42.344,1.682,18.997,33.144
2015,548144,Perry Orth,QB,South Carolina,SEC,313,0.286,0.283,0.309,0.012,0.303,0.481,0.159,0.427,89.525,77.793,11.732,1.284,31.545,42.306,26.273,63.252
2015,530434,James Summers,RB,East Carolina,American Athletic,185,0.287,0.149,0.456,0.111,0.161,0.453,0.369,0.158,53.073,15.199,37.874,6.864,10.28,23.581,41.7,11.374
2015,3125353,Kent Myers,QB,Utah State,Mountain West,257,0.289,0.309,0.229,0.168,0.184,0.657,0.196,0.409,74.171,58.802,15.369,18.967,13.411,42.726,28.407,45.764
2015,3886812,Jake Browning,QB,Washington,Pac-12,420,0.289,0.269,0.516,0.134,0.33,0.552,0.09,0.565,121.489,103.436,18.054,21.478,45.256,64.035,21.969,99.52
2015,514894,Driphus Jackson,QB,Rice,American Athletic,347,0.29,0.276,0.355,-0.017,0.241,0.682,0.173,0.404,100.517,79.237,21.28,-1.753,33.955,67.548,29.754,70.762
2015,3139591,Quinton Flowers,QB,South Florida,American Athletic,452,0.291,0.3,0.276,0.228,0.232,0.393,0.157,0.501,131.497,84.517,46.979,40.542,31.735,49.098,43.31,88.187
2015,3916387,Lamar Jackson,QB,Louisville,ACC,395,0.291,0.144,0.577,0.136,0.329,0.595,0.186,0.465,114.857,37.581,77.275,23.107,40.741,56.561,45.964,68.893
2015,3116593,Dalvin Cook,RB,Florida State,ACC,255,0.294,0.725,0.236,0.145,0.507,0.229,0.132,1.03,74.879,21.756,53.122,20.714,42.118,5.718,27.498,47.38
2015,531310,Kenneth Dixon,RB,Louisiana Tech,Conference USA,212,0.296,0.91,0.162,0.14,0.454,0.392,0.255,0.43,62.761,34.589,28.173,15.253,35.399,9.412,41.285,21.476
2015,517210,Jerrard Randall,QB,Arizona,Pac-12,120,0.296,0.217,0.407,0.265,-0.033,0.582,0.339,0.22,35.536,15.173,20.363,12.478,-1.203,19.778,26.083,9.453
2015,533270,Tommy Armstrong Jr.,QB,Nebraska,Big Ten,484,0.3,0.243,0.56,0.081,0.341,0.478,0.163,0.47,145.248,96.564,48.684,12.338,63.071,66.955,43.698,101.55
2015,532925,Kevin Ellison,QB,Georgia Southern,Sun Belt,186,0.301,0.029,0.524,-0.033,0.281,0.527,0.219,0.406,55.925,2.442,53.484,-2.091,18.001,29.531,23.006,32.919
2015,551298,Alvin Kamara,RB,Tennessee,SEC,138,0.304,0.384,0.271,0.069,0.279,1.014,0.238,0.602,42.004,15.757,26.247,4.331,15.322,19.268,26.945,15.058
2015,3124979,Larry Rose III,RB,New Mexico State,Conference USA,256,0.304,-0.005,0.361,0.145,0.248,0.892,0.239,0.496,77.836,-0.205,78.041,15.611,22.828,39.265,45.593,32.243
2015,551919,Matt Johnson,RB,Charlotte,American Athletic,149,0.306,0.442,0.169,0.009,0.117,0.751,0.319,0.279,45.652,33.173,12.479,0.525,5.405,30.045,32.52,13.132
2015,550278,Sefo Liufau,QB,Colorado,Pac-12,375,0.307,0.305,0.318,0.132,0.294,0.515,0.264,0.372,115.233,92.665,22.568,16.977,38.197,54.04,59.119,56.113
2015,550597,Kody Cook,WR,Kansas State,Big 12,157,0.31,0.424,0.059,0.131,0.368,0.5,0.274,0.35,48.683,45.784,2.899,7.182,19.882,21.49,22.429,26.254
2015,549935,Matthew Dayes,RB,NC State,ACC,151,0.31,0.273,0.318,0.155,0.239,0.878,0.353,0.172,46.758,7.364,39.393,11.193,13.609,14.925,40.57,6.188
2015,546104,Mack Leftwich,QB,UTEP,Conference USA,155,0.31,0.284,0.72,-0.167,0.043,0.966,0.092,0.581,47.993,41.514,6.478,-9.011,1.694,56.976,7.927,40.065
2015,531791,Jalen Richard,RB,Southern Mississippi,Sun Belt,213,0.312,0.705,0.245,0.214,0.221,0.627,0.294,0.38,66.542,21.869,44.673,22.902,11.733,28.206,49.44,17.102
2015,535495,Devin Chafin,RB,Baylor,Big 12,118,0.312,-0.359,0.341,0.231,0.132,0.563,0.378,0.054,36.778,-1.797,38.575,9.224,5.565,15.192,35.487,1.291
2015,546540,Joshua Dobbs,QB,Tennessee,SEC,479,0.317,0.253,0.501,-0.07,0.295,0.638,0.161,0.503,151.735,90.117,61.618,-10.636,49.785,96.352,42.002,109.733
2015,559751,Brandon Harris,QB,LSU,SEC,336,0.318,0.324,0.28,0.06,0.176,0.755,0.156,0.492,106.811,93.081,13.73,7.954,15.507,82.308,27.08,79.732
2015,3121585,Sean White,QB,Auburn,SEC,181,0.319,0.378,-0.081,0.198,0.235,0.539,0.081,0.517,57.808,59.674,-1.866,10.084,15.29,33.931,6.629,51.179
2015,530299,Sean Maguire,QB,Florida State,ACC,182,0.319,0.321,-0.029,0.233,0.224,0.521,0.2,0.47,57.985,58.014,-0.029,17.74,11.872,26.551,20.364,37.621
2015,536483,Darik Dillard,RB,Rice,American Athletic,118,0.32,0.997,0.257,0.008,0.3,1.004,0.229,0.716,37.766,9.975,27.791,0.442,10.214,27.11,22.01,15.756
2015,547343,Karson Roberts,QB,Air Force,Mountain West,296,0.324,0.486,0.174,0.192,0.346,0.492,0.232,0.497,95.8,68.958,26.842,22.238,34.931,35.905,45.096,50.705
2015,546267,Nick Stevens,QB,Colorado State,Mountain West,374,0.325,0.315,0.421,0.233,0.142,0.635,0.252,0.443,121.454,107.566,13.888,33.847,14.749,73.667,58.501,62.953
2015,3722362,Brett Rypien,QB,Boise State,Mountain West,415,0.327,0.32,0.483,0.22,0.24,0.467,0.251,0.438,135.91,126.726,9.184,33.901,34.06,49.544,61.504,74.406
2015,514124,Jake Coker,QB,Alabama,SEC,448,0.329,0.344,0.198,0.274,0.314,0.43,0.313,0.353,147.452,138.545,8.907,49.659,42.651,52.514,82.835,64.618
2015,3116385,Joe Mixon,RB,Oklahoma,Big 12,118,0.331,0.867,0.14,0.315,0.434,0.21,0.297,0.447,39.088,26.884,12.204,22.053,13.462,3.574,27.017,12.071
2015,552904,Jordan Howard,RB,Indiana,Big Ten,203,0.335,0.393,0.33,0.218,0.334,0.901,0.284,0.54,68.081,6.292,61.789,24.21,21.695,20.721,45.945,22.135
2015,3886377,Josh Rosen,QB,UCLA,Pac-12,484,0.341,0.343,0.3,0.096,0.344,0.694,0.17,0.578,165.175,158.283,6.892,18.023,56.059,89.528,47.768,117.407
2015,531563,Ajalen Holley,WR,Louisiana Monroe,Sun Belt,110,0.341,0.357,-0.564,-0.081,-0.043,1.047,0.029,0.664,37.478,38.607,-1.129,-3.066,-1.659,30.352,1.634,35.844
2015,532273,Dane Evans,QB,Tulsa,American Athletic,561,0.343,0.353,0.25,0.229,0.108,0.81,0.243,0.467,192.438,178.161,14.277,48.618,19.216,130.418,75.176,117.262
2015,515906,Phillip Ely,QB,Toledo,Mid-American,378,0.344,0.365,-0.032,0.061,0.293,0.789,0.112,0.603,130.129,130.767,-0.638,7.436,37.548,94.732,22.248,107.881
2015,545624,J.T. Barrett,QB,Ohio State,Big Ten,235,0.345,0.167,0.589,0.35,0.315,0.401,0.249,0.575,81.082,22.761,58.321,33.294,25.554,22.059,41.377,39.705
2015,546145,Brandon Silvers,QB,Troy,Sun Belt,340,0.345,0.371,0.039,0.138,0.403,0.654,0.267,0.468,117.174,116.109,1.065,20.264,41.871,54.973,55.891,61.283
2015,559556,Will Grier,QB,Florida,SEC,193,0.346,0.319,0.538,0.185,0.072,0.498,0.343,0.351,66.741,53.835,12.906,14.635,3.816,27.373,42.906,23.835
2015,513329,Cody Kessler,QB,USC,Pac-12,488,0.346,0.308,1.158,0.181,0.306,0.606,0.267,0.459,168.916,143.438,25.478,34.191,47.159,79.975,76.647,92.269
2015,515409,Everett Golson,QB,Florida State,ACC,257,0.347,0.41,-0.147,0.085,0.335,0.79,0.139,0.574,89.145,93.395,-4.25,8.027,31.797,52.951,18.559,70.586
2015,550019,Jeremy Johnson,QB,Auburn,SEC,187,0.348,0.288,0.641,0.262,0.327,0.382,0.276,0.422,65.078,44.564,20.515,15.996,22.268,20.64,26.231,38.847
2015,531455,Cooper Rush,QB,Central Michigan,Mid-American,497,0.348,0.34,0.455,0.077,0.326,0.693,0.228,0.492,172.742,158.623,14.118,14.354,52.103,97.075,61.958,110.784
2015,550009,Shock Linwood,RB,Baylor,Big 12,194,0.348,1.113,0.31,0.273,0.328,0.722,0.324,0.43,67.454,10.016,57.438,27.31,20.687,20.225,48.964,18.49
2015,552097,Anu Solomon,QB,Arizona,Pac-12,386,0.351,0.336,0.456,0.177,0.377,0.618,0.173,0.647,135.459,113.103,22.356,26.908,51.602,54.345,41.644,93.815
2015,534259,Gunner Kiel,QB,Cincinnati,Big 12,336,0.357,0.366,0.233,0.125,0.229,0.847,0.194,0.647,119.995,114.868,5.127,18.564,22.857,71.118,41.664,78.331
2015,3123048,Brad Kaaya,QB,Miami,ACC,393,0.358,0.369,0.088,0.201,0.468,0.435,0.318,0.418,140.638,139.323,1.315,30.576,54.242,49.634,74.643,65.995
2015,516347,Marquise Williams,QB,North Carolina,ACC,486,0.359,0.311,0.493,0.217,0.416,0.544,0.286,0.507,174.64,111.025,63.616,48.203,65.238,56.078,92.562,82.078
2015,3122839,Artavis Scott,WR,Clemson,ACC,122,0.359,0.349,0.591,0.239,0.469,0.682,0.26,0.594,43.792,40.836,2.956,16.258,15.474,13.639,22.391,21.401
2015,3895856,Christian Kirk,WR,Texas A&M,SEC,130,0.359,0.379,0.146,0.405,0.223,0.618,0.438,0.2,46.661,45.059,1.603,21.88,9.162,19.151,38.071,8.59
2015,530521,Greyson Lambert,QB,Georgia,SEC,272,0.359,0.386,-0.043,0.377,0.422,0.306,0.387,0.322,97.68,98.42,-0.739,36.193,37.546,26.009,59.638,38.042
2015,549811,Ezekiel Elliott,RB,Ohio State,Big Ten,309,0.362,0.488,0.349,0.187,0.26,0.923,0.336,0.487,111.862,13.661,98.201,29.726,26.476,36.927,86.043,25.818
2015,3924370,Lorenzo Lee Nunez,WR,South Carolina,SEC,101,0.363,0.18,0.565,0.177,0.149,0.877,0.209,0.533,36.678,9.555,27.123,6.362,5.659,22.809,11.095,25.583
2015,3129454,Jamauri Bogan,RB,Western Michigan,Mid-American,145,0.363,0.157,0.371,0.025,0.299,0.831,0.314,0.671,52.699,0.785,51.914,1.398,15.571,24.104,39.277,13.421
2015,512675,Joe Gray,QB,San José State,Mountain West,116,0.364,0.355,0.506,0.153,0.214,1.023,0.116,0.757,42.269,38.73,3.539,6.591,9.218,27.621,8.212,34.058
2015,512030,Dak Prescott,QB,Mississippi State,SEC,622,0.364,0.343,0.446,0.179,0.367,0.701,0.283,0.52,226.309,170.128,56.181,47.808,70.911,103.034,116.148,110.161
2015,513399,Robby Anderson,WR,Temple,American Athletic,115,0.366,0.378,-0.081,-0.108,0.64,1.165,0.027,0.857,42.109,42.353,-0.244,-5.503,26.222,23.31,1.846,40.264
2015,3139033,Mike Boone,RB,Cincinnati,Big 12,111,0.367,0.092,0.42,0.313,0.229,1.091,0.395,0.267,40.755,1.655,39.1,17.867,9.606,11.997,34.342,6.413
2015,549314,Matt Breida,RB,Georgia Southern,Sun Belt,197,0.373,-0.48,0.395,0.221,0.477,0.868,0.377,0.351,73.435,-2.4,75.835,25.847,27.202,19.102,61.86,11.575
2015,518380,Jake Rudock,QB,Michigan,Big Ten,408,0.376,0.34,0.76,0.161,0.339,0.608,0.212,0.615,153.292,126.681,26.611,23.147,46.498,73.561,51.285,102.007
2015,3129302,DeShone Kizer,QB,Notre Dame,FBS Independents,462,0.376,0.374,0.382,0.12,0.444,0.652,0.247,0.606,173.68,130.877,42.803,22.482,64.793,78.87,73.009,100.671
2015,512705,Connor Cook,QB,Michigan State,Big Ten,441,0.386,0.382,0.43,-0.037,0.424,0.745,0.186,0.568,170.011,155.398,14.613,-4.921,67.775,102.803,39.325,130.686
2015,530568,Keenan Reynolds,QB,Navy,American Athletic,380,0.387,0.444,0.358,0.31,0.21,0.651,0.409,0.337,147.179,57.265,89.914,49.049,26.618,54.062,108.385,38.794
2015,3139477,Patrick Mahomes,QB,Texas Tech,Big 12,674,0.388,0.341,0.648,0.005,0.452,0.964,0.195,0.694,261.749,194.313,67.436,1.287,105.226,146.548,80.485,181.264
2015,535844,C.J. Beathard,QB,Iowa,Big Ten,431,0.388,0.335,0.668,0.284,0.372,0.585,0.252,0.546,167.295,121.186,46.11,40.843,52.094,80.724,58.115,109.181
2015,534849,Paxton Lynch,QB,Memphis,American Athletic,517,0.389,0.389,0.39,0.23,0.351,0.66,0.316,0.506,201.306,173.986,27.32,48.277,54.826,93.778,100.607,100.699
2015,3116407,Mason Rudolph,QB,Oklahoma State,Big 12,476,0.389,0.429,-0.126,0.024,0.389,0.856,0.082,0.754,184.993,189.393,-4.401,4.512,64.622,102.728,21.344,163.649
2015,550567,Jerico Richardson,WR,Nevada,Mountain West,110,0.4,0.406,-0.29,0.291,0.256,0.828,0.245,0.566,43.981,44.271,-0.29,11.344,10.994,20.702,13.961,30.021
2015,537063,Tajae Sharpe,WR,UMass,FBS Independents,173,0.403,0.414,-1.37,0.31,0.484,0.51,0.362,0.469,69.802,71.172,-1.37,21.996,20.8,27.549,38.358,31.444
2015,534842,Mose Frazier,WR,Memphis,American Athletic,102,0.404,0.443,0.211,0.295,-0.027,1.405,0.184,0.791,41.199,37.616,3.583,13.566,-0.875,30.901,11.936,29.263
2015,3914864,Kenny Potter,QB,San José State,Mountain West,359,0.405,0.371,0.521,0.067,0.237,0.803,0.195,0.666,145.455,102.725,42.73,8.427,28.669,83.551,38.828,106.627
2015,511889,Jeff Driskel,QB,Louisiana Tech,Conference USA,485,0.408,0.422,0.327,0.168,0.525,0.703,0.302,0.597,197.844,174.932,22.911,37.736,74.519,78.05,93.941,103.902
2015,550373,Baker Mayfield,QB,Oklahoma,Big 12,508,0.409,0.425,0.343,0.416,0.306,0.6,0.398,0.429,207.724,174.099,33.625,85.354,56.224,65.961,131.381,76.344
2015,3122672,Royce Freeman,RB,Oregon,Pac-12,297,0.411,1.052,0.347,0.277,0.287,1.116,0.34,0.738,122.05,28.41,93.64,43.01,27.224,44.637,82.944,39.106
2015,552880,Nick Mullens,QB,Southern Mississippi,Sun Belt,546,0.416,0.43,0.049,0.265,0.172,0.988,0.254,0.657,226.957,225.937,1.021,50.29,33.08,147.147,83.09,143.867
2015,532645,Zach Terrell,QB,Western Michigan,Mid-American,409,0.42,0.405,0.551,0.207,0.486,0.787,0.254,0.651,171.644,149.048,22.595,32.91,67.583,81.092,60.337,111.307
2015,3122840,Deshaun Watson,QB,Clemson,ACC,678,0.426,0.426,0.426,0.214,0.45,0.727,0.391,0.5,288.957,208.002,80.956,58.486,110.175,114.167,178.479,110.478
2015,545552,Greg Ward Jr.,QB,Houston,Big 12,525,0.437,0.373,0.57,0.107,0.314,1.026,0.355,0.569,229.301,132.923,96.378,21.179,53.941,149.833,114.947,114.354
2015,547401,Jared Goff,QB,California,Pac-12,557,0.439,0.44,0.422,0.312,0.393,0.743,0.285,0.708,244.62,231.539,13.081,73.026,74.187,89.137,100.923,143.697
2015,3124848,Nick Arbuckle,QB,Georgia State,Sun Belt,524,0.441,0.445,0.381,0.268,0.368,0.838,0.307,0.638,231.182,219.749,11.433,55.699,63.362,115.593,95.322,135.86
2015,535324,Jaydon Mickens,WR,Washington,Pac-12,100,0.443,0.48,-0.05,0.341,0.367,0.634,0.263,0.663,44.307,44.659,-0.352,12.258,11.746,20.303,14.484,29.823
2015,545683,Brent Stockstill,QB,Middle Tennessee,Conference USA,475,0.446,0.452,0.374,0.26,0.382,0.684,0.297,0.647,211.806,197.214,14.592,43.117,64.105,89.663,81.193,130.612
2015,536143,Gehrig Dieter,WR,Bowling Green,Mid-American,121,0.451,0.458,-0.454,0.653,0.136,0.481,0.545,0.088,54.555,55.008,-0.454,42.458,5.84,6.257,52.356,2.199
2015,517127,Trevone Boykin,QB,TCU,Big 12,486,0.452,0.488,0.321,0.32,0.483,0.678,0.37,0.605,219.667,185.918,33.748,63.398,81.659,75.906,117.435,102.232
2015,535825,Nate Sudfeld,QB,Indiana,Big Ten,440,0.456,0.454,0.477,0.41,0.507,0.504,0.377,0.587,200.789,183.136,17.653,68.846,72.5,58.415,103.363,97.426
2015,511713,Vernon Adams Jr.,QB,Oregon,Pac-12,333,0.457,0.517,0.154,0.251,0.428,0.884,0.25,0.769,152.227,143.751,8.476,33.169,50.461,65.407,49.949,102.278
2015,536440,Anthony Wales,RB,Western Kentucky,Conference USA,152,0.458,0.727,0.405,0.286,0.418,1.171,0.437,0.544,69.658,18.181,51.477,22.575,21.328,25.754,53.33,16.328
2015,548173,Pharoh Cooper,WR,South Carolina,SEC,135,0.465,0.54,0.101,0.337,0.183,1.231,0.371,0.631,62.786,60.47,2.316,18.542,9.14,35.693,31.864,30.923
2015,534580,Chad Kelly,QB,Ole Miss,SEC,521,0.467,0.438,0.626,0.336,0.566,0.595,0.438,0.517,243.138,193.051,50.088,76.028,99.015,68.482,146.384,96.754
2015,550003,Johnny Jefferson,RB,Baylor,Big 12,110,0.471,0.048,0.496,0.457,0.135,0.466,0.429,0.638,51.835,0.288,51.547,21.033,5.131,8.846,37.789,14.046
2015,516357,Kevin Hogan,QB,Stanford,Pac-12,372,0.493,0.494,0.488,0.481,0.272,0.819,0.449,0.557,183.555,153.783,29.772,59.158,38.091,84.356,97.805,85.751
2015,534809,Alex Erickson,WR,Wisconsin,Big Ten,125,0.5,0.491,0.684,0.559,0.392,0.394,0.433,0.62,62.546,58.439,4.107,30.164,10.577,16.942,34.629,27.916
2015,546650,Tyler Boyd,WR,Pittsburgh,ACC,170,0.501,0.514,0.457,0.176,0.676,0.776,0.426,0.658,85.152,66.88,18.271,12.996,37.193,28.699,48.961,36.19
2015,504866,Brandon Doughty,QB,Western Kentucky,Conference USA,523,0.502,0.529,-0.392,0.387,0.444,0.835,0.445,0.602,262.732,268.618,-5.885,85.908,75.406,99.321,147.731,115.001
2015,3892775,Jarrett Stidham,QB,Baylor,Big 12,105,0.504,0.558,0.277,0.251,0.245,0.995,0.373,0.735,52.935,47.396,5.539,11.307,7.351,24.868,25.001,27.933
2015,530859,Bralon Addison,WR,Oregon,Pac-12,105,0.51,0.501,0.558,0.51,0.506,0.517,0.503,0.524,53.542,44.614,8.928,30.572,15.18,6.722,36.245,17.297
2015,530907,Ricardo Louis,WR,Auburn,SEC,112,0.512,0.586,0.28,0.355,0.558,0.714,0.377,0.7,57.375,49.803,7.573,14.915,22.33,20.7,24.474,32.901
2015,548447,Taylor Lamb,QB,Appalachian State,Sun Belt,330,0.514,0.511,0.525,0.359,0.386,0.823,0.434,0.641,169.511,134.341,35.169,40.886,39.405,88.924,88.071,81.44
2015,3125354,Hunter Sharp,WR,Utah State,Mountain West,105,0.534,0.599,-0.384,0.675,-0.019,0.975,0.469,0.626,56.031,58.721,-2.69,30.363,-0.644,23.4,29.1,26.931
2015,513120,Dom Williams,WR,Washington State,Pac-12,126,0.545,0.545,,0.421,0.563,0.34,0.412,0.794,68.71,68.71,,21.068,21.965,10.526,33.793,34.917
2015,546622,Fred Ross,WR,Mississippi State,SEC,118,0.548,0.517,2.311,0.309,0.295,1.444,0.33,0.942,64.624,60.002,4.622,17.323,10.932,34.65,25.076,39.549
2015,3925357,Calvin Ridley,WR,Alabama,SEC,117,0.554,0.56,-0.216,0.507,0.174,1.139,0.433,0.826,64.77,64.986,-0.216,29.42,5.737,29.613,35.04,29.731
2015,546224,Thomas Sperbeck,WR,Boise State,Mountain West,133,0.557,0.551,0.706,0.468,0.439,0.976,0.48,0.708,74.081,70.552,3.529,29.505,20.216,21.474,42.239,31.842
2015,515915,Brandon Allen,QB,Arkansas,SEC,398,0.558,0.564,0.508,0.398,0.527,0.879,0.448,0.703,222.057,200.709,21.348,51.792,80.042,94.092,101.199,120.858
2015,511260,J.W. Walsh,QB,Oklahoma State,Big 12,120,0.56,0.741,0.391,0.499,0.48,0.581,0.585,0.477,67.209,42.958,24.251,19.945,16.817,23.22,53.861,13.348
2015,534739,Zach Pascal,WR,Old Dominion,Sun Belt,123,0.601,0.559,0.935,0.353,0.512,1.149,0.454,0.824,73.979,60.883,13.096,18.026,21.999,31.024,33.582,40.396
2015,533961,Kenny Golladay,WR,Northern Illinois,Mid-American,131,0.61,0.653,-0.062,0.423,0.536,0.735,0.505,0.719,79.884,80.379,-0.495,19.884,26.254,23.511,33.857,46.027
2015,3124788,Jared Dangerfield,WR,Western Kentucky,Conference USA,100,0.612,0.621,-0.237,0.415,0.562,0.945,0.48,0.829,61.218,61.455,-0.237,14.94,19.119,26.46,29.732,31.487
2015,514158,Keyarris Garrett,WR,Tulsa,American Athletic,147,0.631,0.631,,0.613,0.211,1.298,0.433,0.86,92.691,92.691,,34.343,10.32,51.921,34.222,58.47
2015,512500,Casey Martin,WR,Southern Mississippi,Sun Belt,104,0.631,0.631,,0.307,0.053,1.559,0.52,0.808,65.592,65.592,,10.435,1.704,51.445,33.258,32.334
2015,545543,Demarcus Ayers,WR,Houston,Big 12,151,0.635,0.792,-0.121,0.254,0.499,1.617,0.349,1.18,95.903,99.051,-3.148,16.484,25.464,53.361,34.527,61.376
2015,545923,Corey Davis,WR,Western Michigan,Mid-American,118,0.651,0.651,,0.511,0.765,0.902,0.668,0.629,76.784,76.784,,20.435,39.019,22.538,44.061,32.722
2015,535857,Aaron Burbridge,WR,Michigan State,Big Ten,146,0.655,0.689,0.142,0.443,0.64,0.82,0.441,0.847,95.645,94.368,1.277,19.048,32.656,40.181,30.451,65.193
2015,534884,Gabe Marks,WR,Washington State,Pac-12,145,0.661,0.661,,0.26,0.569,1.106,0.549,0.834,95.86,95.86,,12.492,26.735,48.654,48.305,47.555
2015,3122899,Richie James,WR,Middle Tennessee,Conference USA,136,0.662,0.661,0.672,0.487,0.461,1.128,0.364,1.351,89.995,81.929,8.066,30.699,20.728,28.2,34.586,55.409
2015,550014,Laquon Treadwell,WR,Ole Miss,SEC,116,0.664,0.688,-2.112,0.237,1.205,0.51,0.476,0.97,76.975,79.086,-2.112,12.35,55.442,9.183,34.301,42.674
2015,532661,Daniel Braverman,WR,Western Michigan,Mid-American,131,0.665,0.674,0.078,0.513,0.553,1.161,0.472,0.978,87.115,86.96,0.155,30.268,22.692,34.822,38.236,48.879
2015,530981,Jordan Payton,WR,UCLA,Pac-12,109,0.672,0.672,,0.112,0.776,1.16,0.454,0.994,73.221,73.221,,4.263,31.82,33.628,29.482,43.739
2015,512086,Shaq Washington,WR,Cincinnati,Big 12,114,0.674,0.674,,0.244,0.432,1.404,0.358,1.158,76.802,76.802,,11.459,13.383,49.133,24.681,52.121
2015,545695,Ed'Marques Batties,WR,Middle Tennessee,Conference USA,117,0.678,0.678,,0.541,0.478,0.974,0.603,0.769,79.346,79.346,,21.115,16.253,39.924,38.581,40.764
2015,535511,Seth Russell,QB,Baylor,Big 12,230,0.681,0.666,0.745,0.568,0.567,0.989,0.6,0.903,156.533,124.505,32.028,68.776,35.169,40.554,101.467,55.066
2015,3124069,Isaiah Ford,WR,Virginia Tech,ACC,130,0.698,0.705,0.566,0.551,0.714,0.834,0.584,0.869,90.692,86.732,3.959,27.573,33.544,26.686,45.522,45.17
2015,511433,Nelson Spruce,WR,Colorado,Pac-12,108,0.702,0.702,,0.546,0.582,1.102,0.646,0.786,75.788,75.788,,23.472,25.623,20.937,41.998,33.791
2015,535497,Corey Coleman,WR,Baylor,Big 12,130,0.703,0.842,0.023,0.446,0.457,1.466,0.469,1.452,91.4,90.887,0.513,34.313,12.347,30.787,46.387,45.013
2015,514493,Jakeem Grant,WR,Texas Tech,Big 12,130,0.727,0.703,1.047,0.552,0.528,1.156,0.519,1.039,94.525,85.098,9.427,30.939,21.663,35.829,40.504,54.021
2015,3116165,Chris Godwin,WR,Penn State,Big Ten,106,0.741,0.741,,0.544,0.211,1.245,0.53,1.038,78.561,78.561,,25.549,5.707,34.87,32.888,45.673
2015,3917546,Penny Hart,WR,Georgia State,Sun Belt,100,0.743,0.77,-0.122,0.736,0.422,1.078,0.815,0.615,74.277,74.643,-0.365,33.854,13.501,21.559,52.13,22.147
2015,3120348,JuJu Smith-Schuster,WR,USC,Pac-12,128,0.744,0.751,-0.167,0.672,0.512,1.239,0.644,0.906,95.264,95.43,-0.167,39.642,18.932,37.18,50.848,44.415
2015,545677,Trent Taylor,WR,Louisiana Tech,Conference USA,115,0.763,0.763,,0.552,0.788,1.189,0.574,1.146,87.763,87.763,,31.998,23.651,32.114,44.21,43.553
2015,552775,Taywan Taylor,WR,Western Kentucky,Conference USA,111,0.77,0.883,-0.915,0.778,0.409,1.485,0.67,1.054,85.467,91.87,-6.403,48.206,14.303,17.826,54.901,30.566
2015,546244,Rashard Higgins,WR,Colorado State,Mountain West,104,0.775,0.778,0.598,0.582,0.694,1.289,0.704,0.884,80.602,79.407,1.196,27.36,23.588,29.655,44.361,36.241
2015,534448,Sterling Shepard,WR,Oklahoma,Big 12,107,0.82,0.826,0.095,1.036,0.668,1.016,0.849,0.768,87.7,87.606,0.095,37.29,29.414,25.41,57.745,29.955
2015,3125745,Roger Lewis,WR,Bowling Green,Mid-American,114,0.867,0.867,,0.14,1.152,2.035,0.342,1.877,98.869,98.869,,6.99,50.682,34.599,25.658,73.211
2015,516301,Josh Doctson,WR,TCU,Big 12,101,0.993,1.01,-0.748,0.76,0.926,1.506,0.823,1.262,100.253,101,-0.748,30.415,35.2,34.638,51.043,49.21
2015,3123986,Michael Thomas,WR,Southern Mississippi,Sun Belt,109,0.996,0.996,,0.826,0.644,1.725,0.771,1.355,108.547,108.547,,31.402,23.181,53.46,51.649,56.899
2016,3122799,Jon Hilliman,RB,Boston College,ACC,172,-0.162,-0.665,-0.159,-0.205,-0.166,-0.021,-0.187,-0.068,-27.806,-0.665,-27.141,-17.639,-11.112,-0.376,-25.297,-2.509
2016,4042110,Jawon Hamilton,RB,UCF,Big 12,141,-0.122,-0.192,-0.109,-0.222,-0.146,0.163,-0.177,0.015,-17.251,-4.42,-12.832,-14.194,-7.582,3.914,-17.84,0.589
2016,550592,Dontel James,RB,Fresno State,Mountain West,206,-0.115,-0.429,-0.104,-0.272,-0.13,0.488,-0.129,-0.07,-23.613,-3.001,-20.612,-27.442,-9.47,14.16,-20.105,-3.508
2016,3126243,Glen Cuiellette,QB,Tulane,American Athletic,328,-0.112,-0.09,-0.164,-0.282,0.04,-0.006,-0.261,0.075,-36.642,-20.946,-15.697,-31.284,4.228,-0.599,-47.578,10.936
2016,550050,Kevin Olsen,QB,Charlotte,American Athletic,125,-0.086,-0.096,0.236,-0.343,0.089,-0.027,-0.257,0.126,-10.694,-11.639,0.946,-16.824,3.025,-0.999,-17.756,7.062
