season,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
2018,Kenny Moore II,51596,CB,IND,15,9,1,72.7,1,1,14,0,0,68.4,71.3,65.9,62.9,78.4,60.8,0,7,0,3,34,12.4,11,6,3,80.7,64,2,0,55,230,513,911,32,0,0,32,0,3,879,50,348,590,34,69,5,88,9,2,520,330,8.1
2018,Nicholas Morrow,51674,LB,OAK,14,5,0,80.6,0,1,23,0,0,53.2,50.9,82.6,67.3,46.5,41.5,2,3,0,0,66,20,8,3,0,117.2,29,1,0,342,4,228,416,34,0,0,34,0,0,382,28,160,36,15,27,3,36,6,1,357,313,12.3
2018,Anthony Firkser,51837,TE,TEN,1,0,0,,0,0,31,0,0,,59.9,60,,60,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2018,Darious Williams,55724,CB,LA,1,0,0,,0,0,26,0,0,63.6,64.1,68,,60,,0,0,0,0,,,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,
2018,Brandon Zylstra,66438,WR,MIN,1,0,0,,0,0,18,0,0,,60,60,,60,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2018,Zach Sieler,66917,DI,BLT,2,0,0,,0,0,3,0,0,62.3,58.3,74.1,54.5,51.4,67.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,17,17,0,10,1,6,0,0,10,7,0,1,1,0,0,0,0,0,0,
2018,Dennis Gardeck,66928,LB,ARZ,1,0,0,,0,0,1,0,0,,60,60,,60,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2018,Tavierre Thomas,66931,CB,CLV,2,1,0,100,0,0,8,0,0,54.2,57.8,81.7,,65,29.5,0,0,0,0,18,33.3,1,0,0,118.8,2,0,0,0,17,8,18,0,0,0,0,0,0,18,0,10,0,0,1,0,2,0,0,25,15,12.5
2018,Niles Scott,66935,DI,CIN,6,0,0,,0,0,7,0,0,59.9,75.4,78.5,60.3,76.5,70.6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,46,46,12,33,0,1,0,0,21,24,0,3,4,0,0,0,0,0,0,
2017,Julius Peppers,1010,ED,CAR,16,2,0,,0,2,5,2,0,61.6,73.2,78,64.3,76.9,60.5,5,13,0,0,,15.8,3,0,1,0,0,13,0,1,0,7,499,498,1,35,432,30,0,1,347,145,0,25,14,3,0,31,0,0,0,
2017,Dwight Freeney,1019,ED,DET,9,0,1,,0,0,11,0,0,60.1,68,88,69.9,37.1,36.7,2,14,0,0,,100,1,0,0,0,0,3,0,0,0,2,227,227,1,4,219,3,0,0,198,27,0,3,0,0,0,19,0,0,0,
2017,James Harrison,1251,ED,NE,6,1,0,66.7,0,1,19,0,0,76,78.8,78.7,86,44.6,56.7,1,4,0,0,5,25,1,0,0,70.1,2,3,0,2,2,16,67,61,0,0,61,0,0,6,29,22,2,4,2,0,3,8,0,7,1,3.5
2017,Terence Newman,1321,CB,MIN,16,8,0,54.9,0,0,18,0,0,76.4,76.2,84,58.4,68.6,63,0,2,0,1,45,10.3,4,3,1,76.7,28,0,0,63,50,373,554,10,0,0,10,0,14,544,13,168,417,16,27,2,51,2,2,293,127,10.5
2017,Terrell Suggs,1326,ED,BLT,16,7,3,100,1,4,3,0,0,90,81,43.6,73.5,77.6,67.8,8,57,0,0,8,14.3,6,1,5,95.8,2,12,0,3,0,14,845,842,0,0,841,1,0,3,525,306,0,33,29,4,2,77,0,14,18,7
2017,DeAngelo Hall,1729,S,WAS,4,2,0,71.4,0,0,32,0,0,54.5,46.4,80.5,,32,36,0,0,0,0,24,29.4,5,2,0,144,5,0,0,16,5,110,158,1,0,0,1,0,127,157,0,48,9,1,10,0,7,0,1,72,19,14.4
2017,Karlos Dansby,1754,LB,ARZ,16,18,0,73.4,0,0,1,1,0,58.2,63,64.7,66.3,65.8,59.6,2,8,0,1,35,12,13,2,1,93.2,47,1,0,843,4,491,921,34,0,0,34,0,2,887,69,361,37,48,77,5,64,11,2,400,259,8.5
2017,Mike Adams,1972,S,CAR,16,6,0,68.1,0,2,5,2,0,80.3,75.8,68.2,56.2,65.1,72.2,2,3,0,2,33,10.8,8,7,3,103.5,32,0,0,257,21,609,965,101,0,0,101,0,455,864,34,322,131,22,60,1,47,5,5,304,190,9.5
2017,Adam Jones,2223,CB,CIN,9,0,0,50,1,0,7,0,0,56.9,55.9,0,,65.7,65.3,0,0,0,1,20,12,3,4,5,60.7,15,0,0,13,281,188,299,2,0,0,2,0,0,297,0,111,3,3,22,0,30,0,1,142,27,9.5
2017,Thomas Davis Sr.,2231,LB,CAR,15,11,0,80,1,0,5,1,0,61.7,64.3,23.2,70,64.9,74.3,3,16,0,0,24,9.2,7,0,4,127.5,44,2,0,581,8,406,791,132,0,0,132,0,0,659,113,272,70,35,58,3,55,21,5,403,239,9.2
2017,Derrick Johnson,2232,LB,KC,15,13,0,55.8,0,1,16,1,0,78.1,66.1,88.1,42.4,50.5,53.7,0,4,0,0,20,16.7,14,6,0,74.1,24,0,0,767,9,486,845,24,0,0,24,0,8,821,36,323,37,28,57,5,43,4,1,183,91,7.6
2017,Lorenzo Alexander,2476,ED,BUF,16,8,0,84.4,0,2,4,0,0,49,56.2,32.7,63.3,61.5,37.9,12,15,0,0,39,23.4,18,1,3,113.3,27,3,0,421,0,193,672,220,0,0,220,0,0,452,193,286,31,28,51,5,32,30,1,278,164,10.3
2017,Ahmad Brooks,2945,ED,GB,12,2,2,100,0,0,12,0,0,50.8,63.9,15.8,55.4,83.6,61,4,10,0,0,18,6.3,1,0,4,118.8,1,2,0,8,0,3,346,338,1,11,320,6,0,8,210,133,0,14,13,3,1,16,0,18,14,18
2017,Haloti Ngata,2957,DI,DET,5,1,1,,0,0,11,0,0,54.3,66.4,42.5,75.5,61.2,73.1,1,4,0,0,,0,0,0,1,0,0,2,0,1,0,2,145,144,10,112,1,21,0,1,91,52,0,6,5,0,0,7,0,0,0,
2017,Tamba Hali,2965,ED,KC,5,0,0,,0,0,16,0,0,60,62.5,81.7,61.3,58.4,70.5,1,5,0,0,,0,0,0,0,0,0,0,0,2,0,1,99,97,0,1,94,2,0,2,75,23,0,0,1,0,0,6,0,0,0,
2017,Johnathan Joseph,2969,CB,HST,16,8,0,58.2,4,0,13,0,0,71,67.4,0,56.2,61.9,60.9,0,1,1,2,94,13.2,7,6,8,99.1,39,0,0,41,654,486,746,1,0,0,1,0,0,745,2,258,50,11,38,2,67,1,4,660,259,16.9
2017,Darryl Tapp,3008,ED,TB,3,0,0,,0,0,30,0,0,,44.1,81.1,54.4,42.2,38.3,0,0,0,0,,33.3,1,0,0,0,0,1,0,0,0,0,56,56,0,0,51,5,0,0,30,26,0,3,2,0,0,1,0,0,0,
2017,Frostee Rucker,3036,DI,ARZ,16,1,1,100,1,0,1,0,0,63.4,61.2,42.2,55.7,67,36.1,7,9,0,0,8,15.2,5,0,4,100,1,2,0,0,0,1,607,606,31,462,32,81,0,1,361,245,0,23,27,6,1,18,0,8,3,8
2017,Domata Peko Sr.,3068,DI,DEN,14,13,0,,0,0,10,1,0,80,78.4,73.5,56.5,78.4,70.3,0,4,0,0,,5,2,0,1,0,0,1,0,1,0,0,460,459,262,195,0,2,0,1,214,246,0,24,25,4,0,5,0,0,0,
2017,Elvis Dumervil,3071,ED,SF,16,0,0,,0,0,28,0,0,63.4,68.3,31.1,73.5,45,54.9,9,34,0,0,,20,1,0,3,0,0,7,0,1,0,2,341,339,0,0,339,0,0,2,289,50,1,10,4,2,0,50,0,0,0,
2017,Kyle Williams,3079,DI,BUF,16,10,1,,0,0,4,1,0,55.8,65,58.6,61.3,68.5,53.2,7,24,0,0,,13.6,6,0,3,0,0,3,0,2,0,5,756,754,24,623,4,103,0,2,470,281,0,22,28,0,0,34,0,0,0,
2017,Antoine Bethea,3152,S,ARZ,15,7,0,72.7,0,1,1,0,0,87.6,86.4,30.7,76.5,80.6,86.6,1,1,0,5,54,5.1,3,2,2,84.5,16,1,0,131,8,503,741,18,0,0,18,0,544,723,8,230,40,15,49,0,22,3,1,244,102,15.3
2017,Tom Johnson,3378,DI,MIN,16,6,0,,1,0,18,0,0,62.1,65.5,33.6,63.3,68.8,47.2,9,20,0,0,,12.5,4,0,5,0,0,2,0,3,0,2,674,670,60,596,0,14,0,4,469,203,0,22,22,3,0,31,0,0,0,
2017,Tony McDaniel,3423,DI,NO,5,1,1,,0,1,20,0,0,,76.7,80.1,71.7,70.4,73,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,88,88,19,67,0,2,0,0,39,49,0,6,7,1,0,0,0,0,0,
2017,Tramon Williams,3558,CB,ARZ,13,1,0,49.2,0,0,1,1,0,83.8,81.5,87.5,56.8,59.2,84.7,0,0,0,2,41,2.5,1,10,2,58.4,31,0,0,41,576,436,666,3,0,0,3,0,0,663,2,228,46,12,38,0,63,0,1,351,111,11.3
2017,Brent Grimes,3589,CB,TB,13,2,0,62.5,0,0,30,1,0,75.2,74.1,86.5,,61.1,58.2,0,0,0,3,38,10.5,6,8,0,73.8,45,0,0,72,742,521,844,0,0,0,0,0,1,844,0,323,29,14,49,3,72,0,1,559,171,12.4
2017,Darrelle Revis,3630,CB,KC,5,1,0,56.3,0,0,16,0,0,54.7,56.6,82.5,,63.8,55.7,0,0,0,0,22,13.3,2,1,1,78.6,9,0,0,16,163,133,191,0,0,0,0,0,1,191,0,58,11,1,12,0,16,0,0,114,31,12.7
2017,Lawrence Timmons,3631,LB,MIA,14,22,2,78.9,0,0,17,0,0,59.2,53.7,84.2,58.6,47.9,47.8,3,7,0,0,31,16.8,17,1,0,112.9,45,0,0,598,10,365,794,116,0,0,116,0,2,678,66,363,68,46,62,6,57,10,3,393,282,8.7
2017,Leon Hall,3634,CB,SF,9,2,0,69.2,0,0,28,0,0,51.4,53.6,82.1,66.1,65,41.7,1,1,0,0,24,23.8,5,1,0,105.6,9,0,0,28,1,147,205,3,0,0,3,0,77,202,6,52,96,3,14,1,13,2,0,143,60,15.9
2017,Reggie Nelson,3637,S,OAK,16,18,1,55.2,1,2,23,0,0,52.9,63.8,90.2,55.8,81.9,74.6,0,2,0,1,34,9.8,9,3,2,80.8,16,0,0,412,19,583,1026,31,0,0,31,0,443,995,18,425,121,18,65,1,29,2,1,248,136,15.5
2017,Alan Branch,3649,DI,NE,12,5,0,,0,0,19,0,0,39.2,58.2,59.4,54.6,64.4,39.1,0,4,0,0,,15,3,0,1,0,0,0,0,0,0,0,274,274,115,150,1,8,0,0,136,138,0,9,12,2,0,4,0,0,0,
2017,Paul Posluszny,3650,LB,JAX,16,9,0,83.3,0,0,15,0,0,84.4,85.6,82.2,73.7,73.9,83.7,1,2,0,0,43,3.6,2,2,0,113.5,20,2,0,451,1,217,478,1,0,0,1,0,0,477,17,244,25,25,45,6,24,5,1,190,79,9.5
2017,Eric Weddle,3653,S,BLT,16,9,0,70.8,0,1,3,1,0,76.1,73.3,90.6,68.9,60.8,48.1,1,7,1,6,57,14.3,10,2,0,70.5,17,1,0,290,14,638,1084,57,0,0,57,0,593,1027,32,414,130,13,51,3,24,9,1,202,119,11.9
2017,David Harris,3663,LB,NE,10,6,0,62.5,0,0,19,0,0,65.4,61,78.4,69.1,52.8,46.5,0,3,0,0,17,20,5,1,0,75.5,5,1,0,159,4,80,181,8,0,0,8,0,0,173,15,86,10,4,14,0,8,4,0,41,45,8.2
2017,Justin Durant,3664,LB,DAL,7,2,0,85.7,0,0,9,0,0,57.2,59.3,80.9,51.4,64.9,44.1,0,1,0,0,38,18.8,3,0,0,118.8,6,0,0,143,1,76,158,7,0,0,7,0,0,151,23,59,7,8,11,3,7,1,0,94,41,15.7
2017,Charles Johnson,3699,ED,CAR,12,9,1,100,0,0,5,0,0,52,52.6,28.5,54,65.8,31.4,2,17,0,0,16,23.1,6,0,5,116.7,2,1,0,1,0,9,389,388,0,11,352,25,0,1,242,138,0,9,11,2,2,20,0,24,9,12
2017,Brandon Mebane,3701,DI,LAC,16,10,0,,0,0,27,0,0,56.5,49.8,76.4,47,54.4,43.9,2,4,0,0,,17.6,6,0,1,0,0,0,0,1,0,5,535,534,358,174,0,2,0,1,276,254,0,10,18,2,0,6,0,0,0,
2017,Brian Robison,3718,ED,MIN,15,3,1,,0,0,18,0,0,73.5,64.5,75.8,61.1,60.4,72.2,4,28,0,0,,10.5,2,0,1,0,0,5,0,104,0,16,563,458,1,14,426,17,0,105,383,164,0,15,14,0,0,37,0,0,0,
2017,Corey Graham,3784,S,PHI,14,3,0,75,0,0,24,0,0,75.2,73.1,81.1,67.4,54.5,51.9,0,5,0,2,20,17.6,6,1,1,48.4,12,0,0,114,7,276,367,10,0,0,10,0,176,357,9,82,60,8,25,1,16,5,0,90,75,7.5
2017,William Gay,3786,CB,PIT,16,1,0,76.2,0,1,25,0,0,66.4,62.7,0,59.1,52.5,42.5,0,0,0,1,29,20.8,5,2,3,89.6,16,0,0,105,29,241,264,11,0,0,11,0,33,253,1,22,86,8,18,0,21,0,1,141,70,8.8
2017,Eric Weems,4097,WR,TEN,2,1,0,,0,0,31,0,0,71.1,72.3,64.3,,,71.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
2017,Chris Long,4316,ED,PHI,16,6,0,100,0,4,24,0,0,63.1,85.5,62.2,85.2,66.5,46.1,14,34,0,0,9,20.7,6,0,2,104.2,1,5,0,0,0,7,496,496,0,3,486,7,0,0,359,130,0,19,17,2,1,53,0,9,11,9
2017,Dominique Rodgers-Cromartie,4330,CB,NYG,15,9,0,76.7,0,0,21,0,0,69,67.6,85.1,60.5,58.3,49.2,1,4,0,0,38,17.6,9,1,0,107.1,33,1,0,108,109,360,604,34,0,1,32,1,13,570,33,211,340,18,33,4,43,6,2,264,183,8
2017,Aqib Talib,4334,CB,DEN,15,4,0,54.3,1,1,10,0,0,81.6,81.4,55.2,,76.9,84.7,0,0,1,1,32,3.1,1,6,3,82.7,25,0,0,46,625,465,753,2,0,0,2,0,5,751,0,288,75,7,27,0,46,0,3,250,84,10
2017,Calais Campbell,4364,ED,JAX,16,11,3,,0,3,15,1,1,69.2,90.9,82.5,83.8,87.6,57.2,14,42,0,0,,11.1,6,0,1,0,0,17,0,2,0,5,801,799,10,138,465,186,0,2,492,304,0,47,37,5,0,73,0,0,0,
2017,Pat Sims,4391,DI,CIN,14,10,0,,0,0,7,0,0,60,53.5,45.9,67.8,50.4,67.1,1,2,0,0,,3.8,1,0,2,0,0,1,0,0,0,0,304,304,173,125,0,6,0,0,119,185,0,8,15,2,0,4,0,0,0,
2017,Cliff Avril,4406,ED,SEA,4,1,0,100,0,0,29,0,0,47.6,43.8,0,54.9,63.9,44.6,1,4,0,0,-1,33.3,1,0,4,79.2,1,1,0,2,0,4,151,149,0,2,147,0,0,2,94,53,0,2,1,0,1,6,0,-1,2,-1
2017,Tyvon Branch,4414,S,ARZ,9,16,1,66.7,1,1,1,0,0,79.7,79.2,53.2,63.7,72.4,88.4,2,1,0,0,21,5.6,4,3,1,102.9,18,0,0,250,35,347,579,25,0,0,25,0,165,554,14,218,103,22,51,4,27,3,2,133,54,7.4
2017,William Hayes,4417,ED,MIA,10,3,1,,1,0,17,0,0,59.8,90.3,27.9,81.2,91,70.5,4,13,0,0,,5,1,0,3,0,0,1,0,2,0,2,271,269,4,19,242,4,0,2,129,140,0,17,16,4,0,18,0,0,0,
2017,Quintin Demps,4431,S,CHI,3,3,0,50,1,0,6,0,0,45.6,48.6,80.7,,67.7,28.4,0,0,0,0,88,20,3,0,1,135.4,3,0,0,69,0,106,177,1,0,0,1,0,93,176,0,71,14,2,9,0,6,0,1,127,54,42.3
2017,Brandon Carr,4454,CB,BLT,16,5,0,56,2,0,3,0,0,66.2,67.7,68.2,49.9,72.5,69.4,0,0,0,4,43,9.1,6,7,10,69.1,47,0,0,65,858,624,1023,22,0,0,22,0,0,1001,5,394,78,13,55,2,84,0,2,651,154,13.9
2017,Orlando Scandrick,4457,CB,DAL,11,3,1,66.7,0,0,9,0,0,48.9,55.3,87.5,50.9,81.6,46.7,1,3,0,0,56,16.7,7,2,3,112.9,38,0,0,32,213,353,614,44,0,0,44,0,3,570,35,226,322,14,32,2,57,4,3,516,274,13.6
2017,Erik Walden,4481,ED,TEN,16,12,0,80,0,0,31,1,0,66.1,61.4,30.5,65.9,56,73.1,3,22,0,0,16,5.6,2,0,4,103.3,4,4,0,59,0,74,582,509,1,1,503,4,1,73,298,210,13,15,22,3,5,29,0,44,28,11
2017,Ahtyba Rubin,4504,DI,ATL,12,3,0,,0,0,2,0,0,,64.5,48.2,65,63.7,73.2,1,2,0,0,,0,0,0,1,0,0,0,0,0,0,0,162,162,113,45,0,4,0,0,72,90,0,4,6,0,0,3,0,0,0,
2017,Wesley Woodyard,4583,LB,TEN,16,26,0,72.3,0,0,31,2,1,51.1,67.5,86.2,66,82.9,79.8,4,15,0,0,32,7.4,10,4,1,94.5,60,5,0,841,19,527,1016,65,0,0,65,0,16,951,120,369,75,55,100,10,83,24,1,561,405,9.4
2017,Leger Douzable,4654,ED,SF,5,1,0,0,1,0,28,0,0,46.3,54.6,60.2,51.6,63.3,55.6,1,0,0,0,,13.6,3,0,1,39.6,0,2,0,0,0,2,220,220,2,22,160,36,0,0,90,128,0,14,18,0,1,3,0,0,0,
2017,Jerrell Freeman,4888,LB,CHI,1,0,0,85.7,0,0,6,0,0,32.6,50.7,76.4,73.6,78.9,54.5,0,1,0,0,18,20,2,0,0,100.6,6,0,0,50,2,32,56,0,0,0,0,0,0,56,2,22,4,2,8,0,7,1,0,57,15,9.5
2017,Cameron Wake,4907,ED,MIA,16,8,0,75,1,0,17,0,0,52.8,75,49.9,81.5,65.2,77.6,15,36,0,0,20,10.3,3,0,5,104.2,3,11,0,1,0,17,610,609,0,2,594,13,0,1,395,198,0,17,18,1,4,62,0,38,22,12.7
2017,Brian Orakpo,4936,ED,TEN,16,6,0,80,0,2,31,0,0,74.5,81.5,89.4,75.9,68.7,88.8,10,39,0,0,17,7.9,3,0,0,89.6,8,9,0,86,1,97,836,729,0,0,728,1,0,107,471,268,20,28,29,2,10,58,0,55,19,6.9
2017,Malcolm Jenkins,4937,S,PHI,16,8,0,67.7,0,1,24,1,0,72.6,74.9,85,59.6,77.3,71.4,3,3,0,2,44,11.3,9,3,1,80,44,1,0,363,37,606,947,85,0,0,85,0,182,862,51,290,280,27,63,3,65,7,2,375,229,8.5
2017,Brian Cushing,4938,LB,HST,5,2,0,100,1,0,13,0,0,38.8,59.3,27.7,64.7,69.2,71.6,1,2,0,0,20,5.6,1,0,2,118.8,3,2,0,72,4,31,163,82,0,0,82,0,0,81,20,112,5,12,15,1,3,5,0,40,21,13.3
2017,Robert Ayers,4941,ED,TB,12,5,0,0,0,2,30,0,0,60.5,85.8,67.6,84.6,71.5,41.6,17,26,0,0,,14.3,5,0,2,39.6,0,2,0,1,0,2,588,587,19,100,367,101,0,1,364,222,0,21,25,4,1,45,0,0,0,
2017,Vontae Davis,4948,CB,IND,5,5,0,59.3,0,0,14,0,0,53.4,58.3,84.9,58.5,77.4,86.5,0,0,0,0,41,0,0,2,0,98.7,16,0,0,23,287,187,330,0,0,0,0,0,0,330,1,142,20,2,15,0,27,0,1,226,27,14.1
2017,Clay Matthews,4949,ED,GB,14,6,1,81.8,0,1,12,1,0,57.7,80,53.9,73.1,81.5,74.8,11,18,0,0,31,8.3,3,1,3,139.8,9,10,0,99,0,43,656,547,0,0,547,0,0,109,356,257,10,20,27,5,11,39,1,113,84,12.6
2017,Ziggy Hood,4955,DI,WAS,15,3,0,,0,0,32,0,0,57.8,40.6,61.2,54.9,38.4,53.3,1,13,0,0,,16.7,4,0,2,0,0,0,0,1,0,3,539,538,246,228,4,60,0,1,262,274,0,8,17,0,0,14,0,0,0,
2017,Patrick Chung,4957,S,NE,16,7,0,66.7,0,0,19,2,0,75.8,72.6,67.9,61.4,64,77.1,3,2,0,1,39,8.4,7,8,2,87.7,60,0,0,330,89,578,929,113,0,0,113,0,69,816,31,320,328,22,69,2,90,5,2,589,307,9.8
2017,Rey Maualuga,4961,LB,MIA,6,5,0,100,0,0,17,0,0,78.5,59.2,0,56.6,49.4,55.5,0,0,0,0,6,17.9,5,0,1,84,6,0,0,175,0,60,176,1,1,0,0,0,0,175,3,113,0,10,18,0,6,0,0,25,4,4.2
2017,Darius Butler,4964,S,IND,15,3,0,76.9,0,1,14,1,0,65.5,63.3,10,65.1,59.6,41,0,0,0,0,37,20.6,7,3,4,118.3,10,0,0,52,8,347,500,9,0,0,9,0,409,491,5,148,21,4,24,0,13,0,0,167,71,16.7
2017,Jairus Byrd,4965,S,CAR,9,0,0,66.7,0,0,5,0,0,53.5,50.5,0,66,52.6,50.6,0,3,0,0,30,16.7,2,0,1,90.5,6,0,0,33,2,110,135,7,0,0,7,0,71,128,11,14,22,4,10,0,9,3,0,71,26,11.8
2017,Connor Barwin,4969,ED,LA,14,7,0,60,0,0,26,1,0,64.9,58.1,90.6,53.2,57.3,50.1,6,19,0,0,5,17.1,6,0,0,64.6,3,5,0,13,3,79,657,626,0,1,625,0,0,31,346,232,15,20,22,2,5,30,0,5,6,1.7
2017,Mike Mitchell,4970,S,PIT,13,12,0,45.5,0,0,25,1,0,66.7,68,53.9,49.9,71.2,62.8,1,1,0,0,34,14.5,9,2,1,107.4,5,0,0,61,1,403,681,10,0,0,10,0,600,671,3,275,9,5,41,1,11,2,1,98,14,19.6
2017,Sean Smith,4984,CB,OAK,14,5,0,65.2,0,0,23,0,0,63.9,65.8,87.8,49.8,71.6,73.3,1,0,0,2,56,9.3,4,2,2,94.7,30,0,0,43,607,440,701,16,0,0,16,0,0,685,4,257,35,7,34,1,46,1,2,463,157,15.4
2017,Michael Johnson,4993,ED,CIN,15,11,0,0,1,0,7,0,0,72.9,69.2,81.8,56.3,67.2,60.6,3,15,0,0,,8.5,4,0,1,39.6,0,5,0,7,0,12,685,676,10,163,425,78,0,9,364,309,2,28,32,5,1,23,0,0,0,
2017,Roy Miller,5004,DI,KC,7,0,1,,0,0,16,0,0,,70.5,81,57.6,70.9,71.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,77,59,18,0,0,0,0,34,43,0,3,4,1,0,0,0,0,0,
2017,Brandon Tate,5006,WR,BUF,1,0,0,,0,0,4,0,0,,60,60,,60,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2017,Lardarius Webb,5011,CB,BLT,16,5,0,68.3,0,1,3,0,0,51,58.8,84.3,71.5,76.8,55.1,1,1,0,2,35,17,8,2,0,76.5,28,2,0,15,15,214,374,10,0,0,10,0,13,364,21,139,321,14,34,2,41,4,0,372,124,13.3
2017,Glover Quin,5035,S,DET,16,14,0,69.6,0,4,11,1,0,91.3,90.6,88.5,59.5,79,68,0,0,1,3,20,13.3,13,1,0,55.4,16,0,0,255,10,630,1053,32,0,0,32,0,618,1021,15,408,138,27,71,6,23,0,1,113,65,7.1
2017,Brice McCain,5112,CB,TEN,15,1,0,55.6,0,0,31,0,0,47.2,47.7,42.4,52.6,61,49.6,0,1,0,0,21,26.7,4,3,3,88.3,20,0,0,14,248,290,416,6,0,0,6,0,3,410,5,121,143,0,10,0,36,1,1,265,103,13.3
2017,Jason McCourty,5127,CB,CLV,14,6,0,67.5,1,2,8,0,0,73.5,76.3,71.6,69,82.5,88.8,0,2,1,3,46,3,2,8,4,95.8,56,0,0,67,790,512,899,10,0,0,10,0,1,889,4,383,31,22,58,4,83,2,5,646,197,11.5
2017,Captain Munnerlyn,5140,CB,CAR,14,3,0,77.8,0,0,5,0,0,60.6,59.1,85.6,51.4,58.1,59.6,1,5,0,0,52,13.3,4,3,0,117.2,28,2,0,13,2,280,388,51,0,0,51,0,1,337,56,52,321,9,23,1,36,8,1,357,190,12.8
2017,Ricky Jean Francois,5168,DI,NE,12,3,0,,0,0,19,0,0,,64,41.9,47.8,73.4,72.7,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,148,148,7,123,4,14,0,0,66,82,0,6,7,1,0,0,0,0,0,
2017,Clinton McDonald,5173,DI,TB,14,6,1,,0,0,30,0,0,71.4,54.2,60.5,62.8,43.9,52.9,4,10,0,0,,10.7,3,0,2,0,0,5,0,1,0,5,460,459,78,362,0,19,0,1,274,181,0,16,19,1,0,19,0,0,0,
2017,Chris Baker,5188,DI,TB,15,5,2,,1,0,30,0,0,63.6,56.8,42.2,66.2,53.2,57.8,5,8,0,0,,7.1,2,0,3,0,0,1,0,0,0,2,455,455,113,333,0,9,0,0,222,231,0,13,21,1,0,14,0,0,0,
2017,Steve McLendon,5232,DI,NYJ,16,9,0,,0,0,22,0,0,69.2,81,59,63.1,83.7,72.9,1,12,0,0,,4.3,2,0,2,0,0,2,0,0,0,0,488,488,199,277,4,8,0,0,241,247,0,34,35,6,0,15,0,0,0,
2017,Colt Anderson,5242,S,BUF,1,0,0,,0,0,4,0,0,,60,60.4,,60,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
2017,Michael Bennett,5273,ED,SEA,16,6,1,,3,0,29,0,0,60,63.2,0,68.1,69.1,46.1,16,44,0,0,,18.2,8,0,15,0,0,10,0,2,0,1,931,929,7,130,577,215,0,2,578,352,0,32,30,10,0,70,0,0,0,
2017,Ramon Humber,5310,LB,BUF,13,20,0,80.4,0,1,4,0,0,46.9,50.6,58.6,62.2,56.8,56.3,3,1,0,0,16,13.2,12,1,1,97.6,37,1,0,378,10,291,570,102,0,0,102,0,2,468,50,229,78,37,59,8,46,5,1,262,196,7.1
2017,Jonathan Casillas,5422,LB,NYG,8,7,0,76.9,0,0,21,0,0,53.4,46.4,85,59.6,42.1,52.1,2,3,0,0,47,14.6,6,0,0,122.4,20,0,0,395,4,203,457,40,0,0,40,0,0,417,38,216,18,14,28,3,26,5,2,191,111,9.6
2017,Dannell Ellerbe,5442,LB,PHI,3,4,0,100,0,0,24,0,0,70.9,63.6,76.7,53.3,58.6,65.8,0,0,0,0,22,8.3,1,0,0,118.8,1,0,0,76,0,19,76,0,0,0,0,0,0,76,4,53,0,5,7,2,1,0,0,22,27,22
2017,Ndamukong Suh,5527,DI,MIA,16,17,2,,6,2,17,0,0,69.2,85.6,0,75.2,90.6,58.2,8,30,0,0,,7.8,4,0,13,0,0,5,0,18,0,6,877,859,51,604,28,176,0,18,534,337,0,27,30,6,0,43,0,0,0,
