season,player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
2019,Lorenzo Alexander,2476,ED,BUF,16,9,4,88.2,0,1,4,0,0,65.7,64.6,66.2,69.6,52.6,64.7,7,20,0,0,15,8.9,4,2,1,113,15,3,0,209,1,88,494,267,0,1,266,0,1,227,211,195,15,16,32,2,17,30,1,109,67,7.3
2019,Johnathan Joseph,2969,CB,HST,14,4,0,61.5,2,0,13,0,0,65,64,86,75.9,48.7,37.2,0,0,0,1,60,19.4,12,11,3,90.1,48,0,0,42,535,412,622,1,0,0,1,0,0,621,2,208,44,11,46,0,78,0,2,627,210,13.1
2019,Domata Peko Sr.,3068,DI,BLT,7,3,0,,0,0,3,0,0,61.7,59.5,40.2,55.6,63.2,34.1,0,7,0,0,,13.3,2,0,1,0,0,0,0,0,0,2,140,140,58,69,0,13,0,0,63,75,0,7,10,0,0,7,0,0,0,
2019,Antoine Bethea,3152,S,NYG,16,15,0,69.2,0,0,21,2,0,62.4,69.3,86.8,63.1,81.2,70.3,0,0,0,1,45,11.4,13,5,1,135.4,18,0,0,239,4,650,1107,9,0,0,9,0,804,1098,7,450,51,18,86,3,26,0,5,340,137,18.9
2019,Tramon Williams,3558,CB,GB,16,9,0,61.4,0,0,12,2,0,82.2,75.1,32.2,54.3,45,73.8,1,1,0,2,61,9.1,4,5,5,84,35,0,0,77,167,504,761,3,0,0,3,0,10,758,10,247,504,10,31,2,57,2,2,460,226,13.1
2019,Eric Weddle,3653,S,LA,16,21,0,75,1,0,26,0,0,70.5,69,66.8,73,63.4,79.7,1,2,0,0,18,7.3,8,2,2,128,21,0,0,270,2,614,1031,21,0,0,21,0,617,1010,6,411,121,19,80,2,28,3,3,186,138,8.9
2019,Brandon Mebane,3701,DI,LAC,13,5,0,,0,0,27,0,0,60.1,48.7,72.8,48.2,51.7,45.2,1,6,0,0,,15.4,4,0,1,0,0,1,0,0,0,0,408,408,328,80,0,0,0,0,208,200,0,12,17,0,0,8,0,0,0,
2019,Dominique Rodgers-Cromartie,4330,CB,WAS,2,1,0,85.7,0,0,32,0,0,41.5,42.6,77.7,,51.3,32.2,0,0,0,0,16,25,2,0,0,106,6,0,0,4,51,33,62,0,0,0,0,0,0,62,0,29,7,0,5,0,7,0,0,66,20,11
2019,Aqib Talib,4334,CB,LA,5,2,0,52,2,0,26,0,0,55.8,55.4,82.7,,52.4,33.2,0,0,0,0,30,27.8,5,2,2,112.2,13,0,0,45,263,205,334,1,0,0,1,0,3,333,0,129,22,2,11,0,25,0,3,163,41,12.5
2019,Calais Campbell,4364,DI,JAX,16,11,1,,0,2,15,1,1,69.4,90.3,35.7,81.4,90.6,29.6,19,46,0,0,,20,13,0,8,0,0,7,0,14,0,2,818,804,40,165,321,278,0,14,515,301,0,35,41,6,0,72,0,0,0,
2019,Brandon Carr,4454,CB,BLT,16,2,0,62.1,1,0,3,0,0,66.8,67.3,86.2,66.2,60.2,53.8,7,6,0,0,33,16.4,9,4,3,95.8,36,2,0,156,206,493,748,18,0,0,18,0,102,730,36,219,266,16,44,2,58,15,3,344,143,9.6
2019,Orlando Scandrick,4457,CB,PHI,3,0,0,50,0,2,24,1,1,64.3,91.7,78.2,99.9,73.8,56.4,0,1,0,0,15,16.7,1,0,0,61.5,2,2,0,7,1,56,83,3,0,0,3,0,3,80,5,22,69,5,5,0,4,3,0,17,4,8.5
2019,Matthew Slater,4467,WR,NE,3,0,0,0,0,0,19,0,0,47.9,44.4,65.8,,,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,0,3,3,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,
2019,Wesley Woodyard,4583,LB,TEN,14,8,0,89.5,0,1,31,0,0,45.4,56.7,81.4,62.1,72.4,48.7,1,2,0,0,46,13,6,1,0,136.3,17,1,0,285,6,182,325,15,0,0,15,0,2,310,22,121,16,15,32,2,19,4,1,243,134,14.3
2019,Cameron Wake,4907,ED,TEN,9,0,1,,0,0,31,0,0,60.2,83.5,86.4,77.8,65.3,44.6,8,20,0,0,,50,1,0,0,0,0,3,1,0,0,2,195,195,0,3,178,14,0,0,181,12,0,3,1,0,0,31,0,0,0,
2019,Malcolm Jenkins,4937,S,PHI,16,9,0,60,1,4,24,1,0,67.5,67.2,36.8,65.5,67.7,68.2,5,6,0,0,53,11.1,9,6,4,89.1,30,5,0,400,12,599,1015,147,0,0,147,0,200,868,74,342,256,32,63,4,50,16,1,364,158,12.1
2019,Clay Matthews,4949,ED,LA,13,7,2,88.9,0,2,26,0,0,30.9,54.5,63.1,63.6,57.6,31.3,6,28,0,0,19,27.3,12,0,3,104.6,8,8,0,18,0,69,614,580,0,0,580,0,0,34,292,253,16,17,25,4,9,42,0,82,35,10.3
2019,Patrick Chung,4957,S,NE,13,10,0,70.5,1,0,19,0,0,56,54.9,84.8,48,54.8,62.3,0,2,0,0,33,10.3,6,3,1,99.4,31,0,0,326,46,379,642,114,0,0,114,0,28,528,40,223,128,17,42,1,44,2,1,328,169,10.6
2019,Jason McCourty,5127,CB,NE,12,2,0,57.1,0,0,19,0,0,77.6,73.8,15.7,53.4,60.7,78.3,0,0,0,1,45,5,2,3,4,63.3,28,0,0,33,262,330,474,17,0,0,17,0,5,457,3,141,157,20,36,0,49,0,0,260,91,9.3
2019,Clinton McDonald,5173,DI,ARZ,9,2,0,,1,0,1,0,0,58.3,45.7,35.5,56.3,45.9,51.4,0,4,0,0,,11.1,1,0,1,0,0,0,0,1,0,2,122,121,2,84,9,26,0,1,80,40,0,3,6,0,0,4,0,0,0,
2019,Steve McLendon,5232,DI,NYJ,16,5,0,,0,0,22,1,0,64.7,81.3,56.9,67.8,81.4,70.8,4,12,0,0,,3,1,0,2,0,0,3,0,0,0,1,465,464,165,220,2,77,0,1,238,226,0,23,27,8,0,19,0,0,0,
2019,Michael Bennett,5273,ED,DAL,15,4,0,,1,0,9,0,0,65.3,65.7,3.4,62,78.4,41.1,9,26,0,0,,17.9,5,0,8,0,0,7,0,0,0,6,559,559,23,74,263,199,0,0,386,167,0,22,19,8,0,42,0,0,0,
2019,Ndamukong Suh,5527,DI,TB,16,11,2,,0,0,30,4,2,69.3,69.6,45.9,60.3,74.3,47,10,26,0,0,,9.3,4,1,5,0,0,3,0,6,0,2,874,868,29,517,58,264,0,6,614,258,0,25,28,6,0,39,0,0,0,
2019,Gerald McCoy,5528,DI,CAR,16,8,2,,0,0,5,0,0,,72.4,11.4,69.4,77,40.5,8,27,0,0,,17.1,6,0,8,0,0,8,0,0,0,0,696,695,84,362,43,206,0,1,422,274,0,25,21,3,0,43,0,0,0,
2019,Joe Haden,5532,CB,PIT,16,3,0,53.2,0,1,25,1,0,71.3,70.3,86.9,56.2,60.6,48.8,0,0,0,5,23,15.4,12,10,3,70,42,0,0,119,915,612,1055,0,0,0,0,0,0,1055,1,442,21,20,63,3,79,0,6,468,139,11.1
2019,Tyson Alualu,5535,DI,PIT,16,16,2,,1,1,25,0,0,63.8,80.1,53.3,68.2,79.9,36.9,2,13,0,0,,14.3,6,0,2,0,0,1,0,4,0,0,432,428,11,192,29,196,0,4,215,217,0,16,20,5,0,16,0,0,0,
2019,Brandon Graham,5538,ED,PHI,16,7,0,,0,1,24,2,0,71.2,84.8,74.2,73.6,76.5,43.2,11,47,0,0,,16,8,0,2,0,0,9,0,2,0,13,775,773,1,35,604,133,0,2,512,250,0,38,35,10,0,67,0,0,0,
2019,Earl Thomas III,5539,S,BLT,15,14,0,38.5,0,1,3,1,0,84.7,76.7,40.5,66.5,55.1,58.1,3,8,0,2,34,15.5,9,1,3,21.5,5,2,0,259,23,548,891,52,0,0,52,0,488,839,57,286,69,11,35,2,13,13,0,84,15,16.8
2019,Jason Pierre-Paul,5540,ED,TB,10,2,3,100,1,2,30,0,0,42.7,66.7,21.8,67.8,74.3,48.1,7,28,0,0,11,25,6,0,6,98.6,3,9,0,18,0,11,586,566,0,16,520,30,0,20,407,168,2,22,16,4,3,44,0,23,9,7.7
2019,Kareem Jackson,5545,S,DEN,13,16,0,65.1,0,1,10,0,1,79.8,82.3,91.8,71.8,79.1,60,0,1,0,2,54,13.6,11,9,1,96.2,28,0,0,220,10,514,842,2,0,0,2,0,414,840,3,325,196,24,54,4,43,1,3,371,179,13.3
2019,Devin McCourty,5552,S,NE,16,7,0,63.3,0,2,19,1,0,89.1,80.7,64.2,52.7,61.6,67.1,0,3,0,5,26,11.3,7,2,1,44.4,19,0,0,316,39,604,946,50,0,0,50,0,450,896,17,325,91,13,48,2,30,3,1,130,94,6.8
2019,Jerry Hughes,5556,ED,BUF,16,4,1,0,0,0,4,1,0,70.2,71.8,33.3,73.7,61.1,27.7,6,38,0,0,,32,8,0,6,39.6,0,4,0,2,0,14,663,661,0,4,626,31,0,2,428,221,0,13,13,3,2,48,0,0,0,
2019,Patrick Robinson,5557,S,NO,8,3,0,63.6,0,0,20,0,0,65.3,62,83,53.7,50.9,63.9,1,2,0,0,36,10.5,2,3,0,97.3,14,0,0,15,30,112,170,38,0,0,38,0,1,132,23,35,86,4,14,1,22,3,1,143,64,10.2
2019,Linval Joseph,5571,DI,MIN,13,14,0,,0,0,18,0,0,83.5,71.2,77.1,62.4,69.2,71.9,3,10,0,0,,2.4,1,0,1,0,0,3,0,0,0,3,553,552,387,156,0,9,0,1,312,238,0,24,27,4,0,16,0,0,0,
2019,Carlos Dunlap,5579,ED,CIN,14,15,4,100,0,2,7,0,0,63.6,89.7,82.7,77.8,89,82.8,13,28,0,0,22,3.7,2,0,1,112.5,5,10,0,3,0,39,739,735,0,8,714,13,0,4,387,313,1,36,37,8,5,51,0,55,41,11
2019,Sean Lee,5580,LB,DAL,16,14,0,83.9,0,0,9,0,0,64.6,61.5,81.9,61.5,55.5,53.4,0,3,0,1,30,12.5,11,3,0,100.1,47,1,0,500,2,323,637,52,0,0,52,0,1,585,30,284,82,29,63,3,56,4,2,389,273,8.3
2019,Morgan Burnett,5596,S,CLV,8,15,0,63.2,0,0,8,0,0,58.2,68,38,75.1,80.8,76.3,0,6,0,1,26,9.3,4,1,1,63.5,12,2,0,150,14,200,367,34,0,0,33,1,116,333,14,153,53,10,24,2,19,8,0,140,54,11.7
2019,Corey Peters,5607,DI,ARZ,16,7,0,,0,0,1,0,0,52.9,65,61,58,72.1,57.6,2,21,0,0,,10.3,4,0,3,0,0,3,0,0,0,6,805,805,244,497,0,64,0,0,493,306,0,25,28,5,0,26,0,0,0,
2019,Everson Griffen,5624,ED,MIN,15,7,0,100,0,0,18,0,0,74.1,77.6,36.6,75.9,66.4,34.2,14,43,0,1,6,23.3,10,1,7,52.1,1,9,0,2,0,19,849,846,0,0,743,103,0,3,547,283,0,26,26,3,1,66,0,6,1,6
2019,Geno Atkins,5643,DI,CIN,16,14,0,,0,0,7,0,0,55.5,76.2,69.8,74.4,71,57.9,6,42,0,0,,6.5,3,0,2,0,0,5,0,6,0,3,817,811,61,689,5,56,0,6,480,334,0,28,29,2,0,53,0,0,0,
2019,Al Woods,5646,DI,SEA,14,9,0,0,1,0,29,2,0,69.6,70.3,42.1,56.5,77.7,60.2,0,10,0,0,,10.3,3,0,3,39.6,0,1,0,2,0,0,450,448,112,330,1,5,0,2,249,201,0,13,17,2,1,11,0,0,0,
2019,Sherrick McManis,5667,CB,CHI,8,0,0,100,0,1,6,0,0,93.2,93.8,72.9,59.4,60,80,0,0,0,0,4,0,0,1,0,79.2,3,0,0,7,5,22,26,0,0,0,0,0,8,26,1,3,6,1,3,0,3,0,0,9,10,3
2019,Reshad Jones,5686,S,MIA,4,9,0,75,1,0,17,0,0,66.2,72.3,80.5,53.8,75.4,79.7,0,1,0,0,18,3.4,1,1,1,141.1,6,0,0,78,12,75,189,49,0,0,49,0,17,140,8,106,33,8,19,1,8,1,2,71,44,11.8
2019,Kurt Coleman,5767,LB,BUF,6,0,0,0,0,0,4,0,0,61.3,64.2,0,56,77.1,75.5,0,0,0,0,,0,0,0,1,39.6,0,0,0,27,1,35,70,14,0,0,14,0,24,56,3,32,4,1,2,0,1,0,0,0,0,
2019,Kyle Love,5806,DI,CAR,15,2,2,,1,0,5,0,0,60,49.5,51.7,63.7,41.9,47.1,2,16,0,0,,22.2,2,0,2,0,0,0,0,0,0,0,412,412,66,251,9,86,0,0,233,179,0,5,5,1,0,18,0,0,0,
2019,Darian Stewart,5820,S,TB,8,0,0,60,0,0,30,0,0,54.4,53.1,0.6,59.5,61.4,29.1,1,1,0,0,19,30.8,4,1,1,82.9,3,0,0,60,3,103,169,13,0,0,13,0,83,156,7,59,10,2,9,0,5,2,0,37,20,12.3
2019,Tramaine Brock Sr.,5903,CB,TEN,14,2,1,69,0,0,31,0,0,72.4,68.7,34.9,70,51.9,54.1,2,2,0,0,52,15,9,5,3,110.7,40,0,0,61,362,471,745,20,0,0,20,0,4,725,18,256,298,20,49,4,58,4,3,472,222,11.8
2019,Anthony Levine,6013,S,BLT,14,0,0,90.9,0,0,3,0,0,52.6,48.9,83.8,72.2,24.7,27,3,3,0,0,26,10,1,0,0,108.7,10,0,0,88,17,122,167,42,0,0,42,0,5,125,33,12,15,4,9,1,11,6,0,111,54,11.1
2019,Marcus Sherels,6017,CB,MIA,1,0,0,,0,0,17,0,0,,60,64.4,,60,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
2019,Albert McClellan,6022,LB,NYJ,1,2,0,33.3,0,0,22,0,0,27.8,27.5,72.2,54.1,52.4,79.5,0,0,0,0,23,0,0,0,0,61.8,1,0,0,25,1,11,28,0,0,0,0,0,0,28,3,14,2,1,2,0,3,0,0,23,18,23
2019,Andrew Sendejo,6118,S,MIN,13,7,0,70.6,0,0,18,0,0,78.3,73.3,1.9,65,56.5,57.5,1,0,0,3,48,16.7,7,1,2,94.6,12,1,0,110,1,275,384,16,0,0,16,0,194,368,10,99,63,9,28,1,17,2,2,139,62,11.6
2019,Von Miller,6154,ED,DEN,15,9,1,100,1,0,10,0,0,56.7,79.3,25.9,71.4,90,66.7,10,58,0,0,19,7.5,3,0,8,116.7,3,9,0,5,1,46,833,806,0,0,806,0,0,27,473,314,21,27,28,4,3,77,0,36,25,12
2019,Marcell Dareus,6155,DI,JAX,6,3,1,,0,0,15,0,0,60,62.7,83.7,53,68.8,59.5,0,3,0,0,,13.3,2,0,0,0,0,1,0,2,0,0,206,204,31,151,1,21,0,2,113,93,0,7,10,1,0,4,0,0,0,
2019,Patrick Peterson,6157,CB,ARZ,10,8,0,67.2,0,1,1,0,0,64.3,68.6,87.1,82,79.6,74.8,0,0,0,2,37,7,4,4,3,104.6,39,1,0,36,590,446,696,2,0,0,2,0,0,694,3,247,68,12,45,1,58,1,4,527,217,13.5
2019,J.J. Watt,6163,ED,HST,8,3,3,,0,1,13,2,0,67.1,89.6,13.4,90.3,73.1,64,16,31,0,0,,14.3,3,0,6,0,0,5,0,0,0,1,469,468,0,9,313,146,0,1,322,146,1,14,15,3,0,52,0,0,0,
2019,Robert Quinn,6166,ED,DAL,14,5,2,0,2,2,9,0,0,55.2,68.5,43.5,78.3,53.4,36.7,12,33,0,0,,20.8,5,0,5,39.6,0,12,0,0,0,2,647,646,0,2,614,30,0,1,404,241,1,18,14,3,2,57,0,0,0,
2019,Ryan Kerrigan,6168,ED,WAS,12,3,1,100,1,1,32,0,0,40.4,63,67.7,73.2,55,29.9,7,23,0,0,15,22.7,5,0,2,154.9,6,7,0,13,0,46,642,614,0,2,604,8,0,28,305,291,15,14,14,4,6,37,1,70,39,11.7
2019,Corey Liuget,6170,DI,BUF,10,3,0,,1,0,4,0,0,65.9,67.5,0,62.6,73.4,76,1,1,0,0,,0,0,0,3,0,0,1,0,0,0,2,180,180,33,119,15,13,0,0,95,83,0,13,12,5,0,3,0,0,0,
2019,Prince Amukamara,6171,CB,CHI,15,2,0,62.1,2,1,6,1,0,69.6,67.5,23.3,60,62.8,75.5,0,0,0,0,75,7,4,4,5,102.3,36,0,0,50,799,566,891,22,0,0,22,0,1,869,1,324,18,12,51,1,58,0,2,515,176,14.3
2019,Adrian Clayborn,6172,ED,ATL,15,3,0,100,0,2,2,0,0,48.6,71.7,59.3,76.6,57.2,53.3,5,39,0,0,16,12.5,2,0,2,118.8,1,4,0,2,0,9,439,437,0,24,335,78,0,2,322,108,0,12,11,1,1,48,0,16,12,16
2019,Cameron Jordan,6176,ED,NO,16,8,2,50,1,0,20,1,0,57.3,87.6,48.9,81.8,83.6,46.5,8,59,0,0,35,23.3,10,0,5,135.4,2,16,0,5,0,13,877,872,3,16,822,31,0,5,593,271,0,31,25,1,4,83,1,63,31,31.5
2019,Jimmy Smith,6179,CB,BLT,9,1,0,51.1,0,0,3,0,0,64.2,65.6,40.1,83.4,70,81.7,0,0,0,1,41,3.3,1,3,4,65.4,24,1,0,9,370,276,402,0,0,0,0,0,0,402,1,125,23,8,28,0,47,1,1,254,73,10.6
2019,Cameron Heyward,6183,DI,PIT,16,25,5,0,0,1,25,1,0,67.3,91.5,79.1,84,90.3,73.3,14,36,0,0,,4.9,4,1,1,39.6,0,10,0,38,0,0,873,835,45,467,80,243,0,38,505,368,0,44,52,4,1,60,0,0,0,
2019,Jabaal Sheard,6189,ED,IND,13,3,0,66.7,0,0,14,0,0,67.4,61.2,90,63.5,47.7,30.1,5,32,0,0,9,25,7,1,0,71.5,2,5,1,0,2,10,569,567,0,28,438,101,0,2,378,181,0,20,18,2,3,42,0,10,11,5
2019,Brooks Reed,6194,ED,ARZ,9,0,0,50,0,0,1,0,0,51.5,53.2,80,57.4,53.8,38.9,0,2,0,0,7,20,1,0,0,58.3,1,1,0,1,1,8,78,74,0,1,73,0,0,4,40,30,2,3,4,0,2,3,0,7,2,7
2019,Marcus Gilchrist,6202,S,JAX,3,0,0,50,0,0,15,0,0,59.2,55.2,77.8,60,52.1,31.9,0,0,0,0,8,33.3,1,0,0,60.4,1,0,0,2,0,48,54,0,0,0,0,0,46,54,1,5,6,0,2,0,2,0,0,8,8,8
2019,Terrell McClain,6217,DI,OAK,5,2,0,,0,0,23,0,0,,43.8,79.5,68.2,35,28.2,0,2,0,0,,28.6,2,0,0,0,0,0,0,0,0,0,61,61,21,38,0,2,0,0,32,29,0,2,3,0,0,2,0,0,0,
2019,Justin Houston,6222,ED,IND,16,9,0,100,0,2,14,3,0,71.2,87.1,73.7,81.9,71,69.2,9,40,0,0,13,5.6,2,0,2,118.8,1,11,0,2,3,20,674,669,1,4,638,26,0,5,458,196,0,32,25,4,1,60,0,13,0,13
2019,Jurrell Casey,6229,DI,TEN,14,17,0,,0,1,31,2,0,53.1,74.6,66,63.7,79.6,61,5,23,0,0,,9.3,4,0,2,0,0,5,0,83,0,2,707,624,38,306,181,99,0,83,462,243,0,25,22,1,0,33,0,0,0,
2019,Allen Bailey,6238,DI,ATL,15,6,0,,0,0,2,0,0,63.9,64.1,73.7,63.4,59.7,26.9,1,12,0,0,,32.3,10,0,1,0,0,1,0,1,0,3,511,510,9,216,121,164,0,1,262,246,0,14,15,2,0,14,0,0,0,
2019,K.J. Wright,6251,LB,SEA,16,31,0,70.7,0,0,29,0,0,59.9,62.1,85.6,56.2,63.8,83.8,1,6,0,3,36,5.4,7,8,1,91.6,70,0,0,719,19,578,997,120,0,0,120,0,2,877,51,368,137,44,91,7,99,7,5,628,404,9
2019,Sam Acho,6255,ED,TB,6,0,0,,0,1,30,0,0,60.7,73.8,76.9,67,63.7,72.4,0,1,0,0,,0,0,0,0,0,0,1,0,3,0,1,39,35,0,0,34,1,0,4,25,13,0,2,1,0,0,2,0,0,0,
2019,Buster Skrine,6289,CB,CHI,16,7,0,65.9,1,2,6,0,0,59.1,59.8,86.5,72,52.3,35.9,2,3,0,0,50,20,12,3,1,100.3,54,0,0,25,15,492,727,9,0,0,9,0,1,718,28,207,676,12,41,1,82,5,4,532,208,9.9
2019,Richard Sherman,6306,CB,SF,15,10,0,52.9,2,0,28,0,0,90.1,88.9,64.8,,74.2,78.2,0,1,1,3,25,6,4,6,9,46.8,27,0,0,89,765,552,895,20,0,0,20,0,2,875,0,343,19,17,53,2,51,1,1,227,67,8.4
2019,Pernell McPhee,6317,ED,BLT,7,2,1,100,0,0,3,0,0,46,64.5,0,64.6,80.3,69.3,3,8,0,0,6,5.3,1,0,4,79.2,2,3,0,33,0,9,260,227,4,13,187,23,0,33,175,76,0,14,16,5,2,14,0,5,8,2.5
2019,Colin Jones,6342,S,CAR,5,0,0,,0,0,5,0,0,67.8,68.9,74.3,,61.7,69.9,0,0,0,0,,0,0,0,0,0,0,0,0,3,1,6,14,4,0,0,4,0,1,10,0,8,4,0,1,0,0,0,0,0,0,
2019,Lawrence Guy Sr.,6385,DI,NE,16,14,0,,0,0,19,2,0,61.5,71.7,74,60.4,72,72.7,2,15,0,1,,3.7,2,0,1,0,0,3,0,0,0,0,524,524,48,205,69,202,0,0,250,274,0,32,38,3,0,20,0,0,0,
2019,Malcolm Smith,6394,LB,DAL,2,0,0,83.3,0,1,9,0,0,79.5,66,75.8,62.1,41.4,45.2,0,1,0,0,38,16.7,1,0,0,107.6,5,0,0,43,2,41,83,17,0,0,17,0,0,66,5,37,21,3,5,1,6,1,0,59,36,11.8
2019,Chris Harris Jr.,6457,CB,DEN,16,3,0,69.1,1,1,10,0,0,66.8,69.9,68.3,58.6,82.8,77.9,0,0,0,1,57,5.2,3,6,6,109.4,47,0,0,51,936,638,1044,5,0,0,5,0,11,1039,1,405,41,12,52,1,68,0,3,672,215,14.3
2019,Josh Bynes,6503,LB,BLT,12,13,0,66.7,0,0,3,0,0,73.5,76.6,36.1,56.1,75.7,56.4,1,3,0,2,24,12.5,6,2,1,46.1,12,1,0,374,5,168,391,8,0,0,8,0,0,383,36,187,4,20,29,6,18,5,0,121,99,10.1
2019,Mario Addison,6558,ED,CAR,15,5,0,0,1,1,5,0,0,53.9,63.4,51.7,67.7,57.7,71.7,6,32,0,0,,8.3,2,0,4,39.6,0,11,0,41,0,23,729,687,0,8,663,16,0,42,430,276,1,16,17,0,1,49,0,0,0,
2019,Craig Robertson,7003,LB,NO,6,4,0,88.9,0,0,20,0,0,67.4,57.5,82.1,60.8,35.6,42.5,1,2,0,1,20,13,3,0,0,94,16,1,0,150,4,109,189,26,0,0,26,0,0,163,37,43,9,8,16,2,18,4,1,138,79,8.6
2019,Morris Claiborne,7012,CB,KC,8,3,0,57.1,1,0,16,0,0,63.5,63.9,6.7,,72.2,57.9,0,0,0,0,19,7.1,1,1,3,74.1,4,0,0,20,171,120,198,1,0,0,1,0,0,197,0,78,6,2,10,0,7,0,0,41,14,10.3
2019,Mark Barron,7013,LB,PIT,15,10,0,80.3,1,0,25,1,0,54,57.5,85.8,62.2,60.1,60.6,0,6,0,1,30,11.1,9,2,4,102.6,61,4,0,563,13,420,750,83,0,0,83,0,2,667,53,277,89,24,62,2,76,10,2,596,399,9.8
2019,Luke Kuechly,7015,LB,CAR,16,31,0,73.6,0,0,5,0,0,82.7,85.4,87.6,55.6,81.9,86.6,5,1,0,2,48,4.3,6,10,1,87.3,53,0,1,957,0,635,1064,27,0,0,27,0,20,1037,26,403,59,54,103,5,72,6,1,532,303,10
2019,Stephon Gilmore,7016,CB,NE,16,3,0,49,1,0,19,1,0,85.7,82.8,67.6,,58,53.9,0,0,2,6,53,12.3,7,13,6,47.4,47,0,0,16,773,628,952,5,0,0,5,0,4,947,0,324,154,8,47,0,96,0,1,624,214,13.3
2019,Dontari Poe,7017,DI,CAR,11,2,0,,0,0,5,0,0,63.8,71.1,69.3,63.6,69.9,63.9,2,11,0,0,,6.3,1,0,1,0,0,4,0,0,0,0,402,401,111,235,0,55,0,1,237,165,0,13,13,2,0,17,0,0,0,
2019,Fletcher Cox,7018,DI,PHI,16,9,0,0,0,3,24,1,0,58.8,84.5,88.9,84.8,67.7,46.3,10,42,0,0,,14.3,6,1,0,39.6,0,4,0,1,0,8,799,798,87,533,15,163,0,1,528,263,0,20,27,6,1,56,0,0,0,
2019,Michael Brockers,7020,DI,LA,16,13,1,100,0,0,26,0,0,67.2,74.7,58.2,57.3,82.6,57.2,7,25,0,0,-4,7.9,5,0,3,79.2,1,4,0,0,0,0,766,766,62,200,99,405,0,0,438,328,0,35,45,2,1,36,0,-4,4,-4
2019,Bruce Irvin,7021,ED,CAR,13,5,0,100,1,1,5,1,0,70.9,62.9,66.8,62.6,57.2,46.4,8,20,0,0,30,12.9,4,0,2,118.8,2,8,1,5,0,34,608,593,0,16,575,2,0,15,345,229,10,24,22,2,2,36,0,33,34,16.5
2019,Dre Kirkpatrick,7023,CB,CIN,6,3,0,65.5,0,0,7,1,0,61.2,61.7,0,83.9,67,59.3,0,0,0,0,43,13.9,5,2,2,126.5,19,1,0,38,255,171,334,5,0,0,5,0,8,329,1,162,28,11,28,1,29,1,3,246,140,12.9
2019,Melvin Ingram III,7024,ED,LAC,13,4,3,,1,0,27,1,0,81.2,74.7,38.9,75.6,62.2,59.8,4,35,0,1,,11.1,5,0,4,0,0,8,0,61,1,41,668,604,0,2,601,1,1,64,375,252,1,32,36,4,0,47,0,0,0,
2019,Chandler Jones,7027,ED,ARZ,16,5,4,100,0,8,1,3,0,56.1,86,45.2,90,71,46,7,49,0,0,25,24.5,12,0,6,146.7,7,19,0,19,1,63,1069,1041,0,5,1033,3,0,28,614,392,8,39,32,3,7,75,1,68,61,9.7
2019,Dont'a Hightower,7030,LB,NE,15,19,0,74.1,0,0,19,1,1,69.7,69.4,70.7,62.7,66.5,56.1,7,19,0,0,25,13.3,10,3,1,119.8,20,7,0,447,0,190,724,255,0,1,254,0,2,469,277,257,20,28,46,4,27,33,2,203,155,10.2
2019,Whitney Mercilus,7031,ED,HST,16,11,0,50,1,4,13,1,0,76.3,65,79.7,58.4,65.6,42.3,6,33,0,2,25,21.3,10,0,1,34.4,2,8,0,25,1,43,950,919,0,0,918,1,0,31,591,316,5,27,26,7,4,47,0,29,26,14.5
2019,Derek Wolfe,7040,DI,DEN,12,9,1,100,0,1,10,0,0,60.1,68.3,35.1,67.7,68.1,59.7,6,9,0,0,20,8.8,3,0,4,118.8,1,7,0,0,0,1,523,523,10,348,40,125,0,0,288,234,0,22,22,2,1,22,0,20,16,20
2019,Janoris Jenkins,7043,CB,NO,15,6,0,56.1,1,0,20,0,0,68,67.7,66.7,52.9,65.6,49.6,0,2,0,5,55,17.6,12,10,7,71.1,46,0,0,93,737,583,973,10,0,0,10,0,0,963,7,383,133,15,50,0,82,2,4,618,164,13.4
2019,Mychal Kendricks,7049,LB,SEA,14,12,2,83.7,0,0,29,0,0,59.6,62.7,53.9,75.3,59.4,32.5,0,14,0,1,49,21.8,17,1,3,108,41,3,0,68,19,284,649,346,0,0,346,0,0,303,84,281,216,26,49,4,49,17,2,426,326,10.4
